country,year,mode,powertrain,ev_charging_points,ev_sales,ev_sales_share,ev_stock,ev_stock_share,electricity_demand_ev,iso_code,population,gdp,co2,co2_per_capita,co2_per_gdp,oil_co2,oil_co2_per_capita,coal_co2,coal_co2_per_capita,co2_per_unit_energy,primary_energy_consumption,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,electricity_generation,electricity_demand_tot,low_carbon_electricity,fossil_electricity,renewables_electricity,coal_electricity,gas_electricity,oil_electricity,nuclear_electricity,hydro_electricity,solar_electricity,wind_electricity,other_renewable_electricity,net_elec_imports
Canada,2018,Vans,BEV,0.0,0.0,0.0,1.0,0.0,0.0,CAN,37294996.0,1677189073139.0,575.091,15.42,0.343,258.216,6.924,62.467,1.675,140.868,4082.489,556.62,14.925,0.332,661.2,613.0,533.42,127.78,433.39,53.02,70.74,4.02,100.03,385.89,3.49,33.47,10.54,-48.2
Canada,2018,Vans,EV,0.0,0.0,0.0,0.0,0.000180000002729,0.0,CAN,37294996.0,1677189073139.0,575.091,15.42,0.343,258.216,6.924,62.467,1.675,140.868,4082.489,556.62,14.925,0.332,661.2,613.0,533.42,127.78,433.39,53.02,70.74,4.02,100.03,385.89,3.49,33.47,10.54,-48.2
Canada,2018,Vans,FCEV,0.0,0.0,0.0,9.0,0.0,0.0,CAN,37294996.0,1677189073139.0,575.091,15.42,0.343,258.216,6.924,62.467,1.675,140.868,4082.489,556.62,14.925,0.332,661.2,613.0,533.42,127.78,433.39,53.02,70.74,4.02,100.03,385.89,3.49,33.47,10.54,-48.2
Canada,2018,Vans,PHEV,0.0,0.0,0.0,5.0,0.0,0.0,CAN,37294996.0,1677189073139.0,575.091,15.42,0.343,258.216,6.924,62.467,1.675,140.868,4082.489,556.62,14.925,0.332,661.2,613.0,533.42,127.78,433.39,53.02,70.74,4.02,100.03,385.89,3.49,33.47,10.54,-48.2
Canada,2019,Buses,BEV,0.0,49.0,0.0,68.0,0.0,0.0,CAN,37782934.0,1708858221312.0,579.007,15.325,0.339,260.942,6.906,59.811,1.583,142.613,4059.989,549.141,14.534,0.321,655.7,608.62,529.2,126.5,428.71,50.14,72.94,3.42,100.49,381.77,3.75,32.88,10.31,-47.08
Canada,2019,Buses,EV,0.0,0.0,1.20000004768372,0.0,0.100000001490116,0.0,CAN,37782934.0,1708858221312.0,579.007,15.325,0.339,260.942,6.906,59.811,1.583,142.613,4059.989,549.141,14.534,0.321,655.7,608.62,529.2,126.5,428.71,50.14,72.94,3.42,100.49,381.77,3.75,32.88,10.31,-47.08
Canada,2019,Cars,BEV,0.0,32000.0,0.0,76000.0,0.0,0.0,CAN,37782934.0,1708858221312.0,579.007,15.325,0.339,260.942,6.906,59.811,1.583,142.613,4059.989,549.141,14.534,0.321,655.7,608.62,529.2,126.5,428.71,50.14,72.94,3.42,100.49,381.77,3.75,32.88,10.31,-47.08
Canada,2019,Cars,EV,0.0,0.0,3.40000009536743,0.0,0.589999973773956,0.0,CAN,37782934.0,1708858221312.0,579.007,15.325,0.339,260.942,6.906,59.811,1.583,142.613,4059.989,549.141,14.534,0.321,655.7,608.62,529.2,126.5,428.71,50.14,72.94,3.42,100.49,381.77,3.75,32.88,10.31,-47.08
Canada,2019,Cars,FCEV,0.0,79.0,0.0,96.0,0.0,0.0,CAN,37782934.0,1708858221312.0,579.007,15.325,0.339,260.942,6.906,59.811,1.583,142.613,4059.989,549.141,14.534,0.321,655.7,608.62,529.2,126.5,428.71,50.14,72.94,3.42,100.49,381.77,3.75,32.88,10.31,-47.08
Canada,2019,Cars,PHEV,0.0,19000.0,0.0,60000.0,0.0,0.0,CAN,37782934.0,1708858221312.0,579.007,15.325,0.339,260.942,6.906,59.811,1.583,142.613,4059.989,549.141,14.534,0.321,655.7,608.62,529.2,126.5,428.71,50.14,72.94,3.42,100.49,381.77,3.75,32.88,10.31,-47.08
Canada,2019,EV,Publicly available fast,980.0,0.0,0.0,0.0,0.0,0.0,CAN,37782934.0,1708858221312.0,579.007,15.325,0.339,260.942,6.906,59.811,1.583,142.613,4059.989,549.141,14.534,0.321,655.7,608.62,529.2,126.5,428.71,50.14,72.94,3.42,100.49,381.77,3.75,32.88,10.31,-47.08
Canada,2019,EV,Publicly available slow,8000.0,0.0,0.0,0.0,0.0,0.0,CAN,37782934.0,1708858221312.0,579.007,15.325,0.339,260.942,6.906,59.811,1.583,142.613,4059.989,549.141,14.534,0.321,655.7,608.62,529.2,126.5,428.71,50.14,72.94,3.42,100.49,381.77,3.75,32.88,10.31,-47.08
Canada,2019,Trucks,BEV,0.0,0.0,0.0,35.0,0.0,0.0,CAN,37782934.0,1708858221312.0,579.007,15.325,0.339,260.942,6.906,59.811,1.583,142.613,4059.989,549.141,14.534,0.321,655.7,608.62,529.2,126.5,428.71,50.14,72.94,3.42,100.49,381.77,3.75,32.88,10.31,-47.08
Canada,2019,Trucks,EV,0.0,0.0,0.0,0.0,0.002099999925122,0.0,CAN,37782934.0,1708858221312.0,579.007,15.325,0.339,260.942,6.906,59.811,1.583,142.613,4059.989,549.141,14.534,0.321,655.7,608.62,529.2,126.5,428.71,50.14,72.94,3.42,100.49,381.77,3.75,32.88,10.31,-47.08
Canada,2019,Vans,BEV,0.0,0.0,0.0,1.0,0.0,0.0,CAN,37782934.0,1708858221312.0,579.007,15.325,0.339,260.942,6.906,59.811,1.583,142.613,4059.989,549.141,14.534,0.321,655.7,608.62,529.2,126.5,428.71,50.14,72.94,3.42,100.49,381.77,3.75,32.88,10.31,-47.08
Canada,2019,Vans,EV,0.0,0.0,0.0,0.0,0.000169999999343,0.0,CAN,37782934.0,1708858221312.0,579.007,15.325,0.339,260.942,6.906,59.811,1.583,142.613,4059.989,549.141,14.534,0.321,655.7,608.62,529.2,126.5,428.71,50.14,72.94,3.42,100.49,381.77,3.75,32.88,10.31,-47.08
Canada,2019,Vans,FCEV,0.0,0.0,0.0,9.0,0.0,0.0,CAN,37782934.0,1708858221312.0,579.007,15.325,0.339,260.942,6.906,59.811,1.583,142.613,4059.989,549.141,14.534,0.321,655.7,608.62,529.2,126.5,428.71,50.14,72.94,3.42,100.49,381.77,3.75,32.88,10.31,-47.08
Canada,2019,Vans,PHEV,0.0,0.0,0.0,5.0,0.0,0.0,CAN,37782934.0,1708858221312.0,579.007,15.325,0.339,260.942,6.906,59.811,1.583,142.613,4059.989,549.141,14.534,0.321,655.7,608.62,529.2,126.5,428.71,50.14,72.94,3.42,100.49,381.77,3.75,32.88,10.31,-47.08
Canada,2020,Buses,BEV,0.0,63.0,0.0,270.0,0.0,0.0,CAN,38171903.0,1622144486274.0,524.208,13.733,0.323,225.773,5.915,49.442,1.295,136.692,3834.944,502.928,13.175,0.31,655.89,598.25,534.3,121.59,436.79,39.04,75.59,6.96,97.51,386.55,4.07,35.76,10.41,-57.64
Canada,2020,Buses,EV,0.0,0.0,2.29999995231628,0.0,0.370000004768372,0.0,CAN,38171903.0,1622144486274.0,524.208,13.733,0.323,225.773,5.915,49.442,1.295,136.692,3834.944,502.928,13.175,0.31,655.89,598.25,534.3,121.59,436.79,39.04,75.59,6.96,97.51,386.55,4.07,35.76,10.41,-57.64
Canada,2020,Cars,BEV,0.0,37000.0,0.0,130000.0,0.0,0.0,CAN,38171903.0,1622144486274.0,524.208,13.733,0.323,225.773,5.915,49.442,1.295,136.692,3834.944,502.928,13.175,0.31,655.89,598.25,534.3,121.59,436.79,39.04,75.59,6.96,97.51,386.55,4.07,35.76,10.41,-57.64
Canada,2020,Cars,EV,0.0,0.0,4.19999980926514,0.0,0.829999983310699,0.0,CAN,38171903.0,1622144486274.0,524.208,13.733,0.323,225.773,5.915,49.442,1.295,136.692,3834.944,502.928,13.175,0.31,655.89,598.25,534.3,121.59,436.79,39.04,75.59,6.96,97.51,386.55,4.07,35.76,10.41,-57.64
Canada,2020,Cars,FCEV,0.0,16.0,0.0,130.0,0.0,0.0,CAN,38171903.0,1622144486274.0,524.208,13.733,0.323,225.773,5.915,49.442,1.295,136.692,3834.944,502.928,13.175,0.31,655.89,598.25,534.3,121.59,436.79,39.04,75.59,6.96,97.51,386.55,4.07,35.76,10.41,-57.64
Canada,2020,Cars,PHEV,0.0,14000.0,0.0,82000.0,0.0,0.0,CAN,38171903.0,1622144486274.0,524.208,13.733,0.323,225.773,5.915,49.442,1.295,136.692,3834.944,502.928,13.175,0.31,655.89,598.25,534.3,121.59,436.79,39.04,75.59,6.96,97.51,386.55,4.07,35.76,10.41,-57.64
Canada,2020,EV,Publicly available fast,2300.0,0.0,0.0,0.0,0.0,0.0,CAN,38171903.0,1622144486274.0,524.208,13.733,0.323,225.773,5.915,49.442,1.295,136.692,3834.944,502.928,13.175,0.31,655.89,598.25,534.3,121.59,436.79,39.04,75.59,6.96,97.51,386.55,4.07,35.76,10.41,-57.64
Canada,2020,EV,Publicly available slow,11000.0,0.0,0.0,0.0,0.0,0.0,CAN,38171903.0,1622144486274.0,524.208,13.733,0.323,225.773,5.915,49.442,1.295,136.692,3834.944,502.928,13.175,0.31,655.89,598.25,534.3,121.59,436.79,39.04,75.59,6.96,97.51,386.55,4.07,35.76,10.41,-57.64
Canada,2020,Trucks,BEV,0.0,0.0,0.0,4.80000019073486,0.0,0.0,CAN,38171903.0,1622144486274.0,524.208,13.733,0.323,225.773,5.915,49.442,1.295,136.692,3834.944,502.928,13.175,0.31,655.89,598.25,534.3,121.59,436.79,39.04,75.59,6.96,97.51,386.55,4.07,35.76,10.41,-57.64
Canada,2020,Trucks,EV,0.0,0.0,0.0,0.0,0.000199999994948,0.0,CAN,38171903.0,1622144486274.0,524.208,13.733,0.323,225.773,5.915,49.442,1.295,136.692,3834.944,502.928,13.175,0.31,655.89,598.25,534.3,121.59,436.79,39.04,75.59,6.96,97.51,386.55,4.07,35.76,10.41,-57.64
Canada,2020,Trucks,FCEV,0.0,7.0,0.0,0.0,0.0,0.0,CAN,38171903.0,1622144486274.0,524.208,13.733,0.323,225.773,5.915,49.442,1.295,136.692,3834.944,502.928,13.175,0.31,655.89,598.25,534.3,121.59,436.79,39.04,75.59,6.96,97.51,386.55,4.07,35.76,10.41,-57.64
Canada,2020,Vans,BEV,0.0,1600.0,0.0,0.0,0.0,0.0,CAN,38171903.0,1622144486274.0,524.208,13.733,0.323,225.773,5.915,49.442,1.295,136.692,3834.944,502.928,13.175,0.31,655.89,598.25,534.3,121.59,436.79,39.04,75.59,6.96,97.51,386.55,4.07,35.76,10.41,-57.64
Canada,2020,Vans,EV,0.0,0.0,1.39999997615814,0.0,0.0,0.0,CAN,38171903.0,1622144486274.0,524.208,13.733,0.323,225.773,5.915,49.442,1.295,136.692,3834.944,502.928,13.175,0.31,655.89,598.25,534.3,121.59,436.79,39.04,75.59,6.96,97.51,386.55,4.07,35.76,10.41,-57.64
Canada,2020,Vans,FCEV,0.0,0.0,0.0,16.0,0.0,0.0,CAN,38171903.0,1622144486274.0,524.208,13.733,0.323,225.773,5.915,49.442,1.295,136.692,3834.944,502.928,13.175,0.31,655.89,598.25,534.3,121.59,436.79,39.04,75.59,6.96,97.51,386.55,4.07,35.76,10.41,-57.64
Canada,2020,Vans,PHEV,0.0,1400.0,0.0,0.0,0.0,0.0,CAN,38171903.0,1622144486274.0,524.208,13.733,0.323,225.773,5.915,49.442,1.295,136.692,3834.944,502.928,13.175,0.31,655.89,598.25,534.3,121.59,436.79,39.04,75.59,6.96,97.51,386.55,4.07,35.76,10.41,-57.64
Canada,2021,Buses,BEV,0.0,250.0,0.0,430.0,0.0,0.0,CAN,38454058.0,1703443269914.0,537.479,13.977,0.316,233.624,6.075,47.059,1.224,139.172,3861.98,523.939,13.625,0.308,652.4,605.11,527.37,125.03,435.39,34.83,83.6,6.6,91.98,382.43,5.11,37.3,10.55,-47.29
Canada,2021,Buses,EV,0.0,0.0,6.0,0.0,0.600000023841858,0.0,CAN,38454058.0,1703443269914.0,537.479,13.977,0.316,233.624,6.075,47.059,1.224,139.172,3861.98,523.939,13.625,0.308,652.4,605.11,527.37,125.03,435.39,34.83,83.6,6.6,91.98,382.43,5.11,37.3,10.55,-47.29
Canada,2021,Cars,BEV,0.0,59000.0,0.0,190000.0,0.0,0.0,CAN,38454058.0,1703443269914.0,537.479,13.977,0.316,233.624,6.075,47.059,1.224,139.172,3861.98,523.939,13.625,0.308,652.4,605.11,527.37,125.03,435.39,34.83,83.6,6.6,91.98,382.43,5.11,37.3,10.55,-47.29
Canada,2021,Cars,EV,0.0,0.0,6.40000009536743,0.0,1.20000004768372,0.0,CAN,38454058.0,1703443269914.0,537.479,13.977,0.316,233.624,6.075,47.059,1.224,139.172,3861.98,523.939,13.625,0.308,652.4,605.11,527.37,125.03,435.39,34.83,83.6,6.6,91.98,382.43,5.11,37.3,10.55,-47.29
Canada,2021,Cars,FCEV,0.0,130.0,0.0,250.0,0.0,0.0,CAN,38454058.0,1703443269914.0,537.479,13.977,0.316,233.624,6.075,47.059,1.224,139.172,3861.98,523.939,13.625,0.308,652.4,605.11,527.37,125.03,435.39,34.83,83.6,6.6,91.98,382.43,5.11,37.3,10.55,-47.29
Canada,2021,Cars,PHEV,0.0,28000.0,0.0,110000.0,0.0,0.0,CAN,38454058.0,1703443269914.0,537.479,13.977,0.316,233.624,6.075,47.059,1.224,139.172,3861.98,523.939,13.625,0.308,652.4,605.11,527.37,125.03,435.39,34.83,83.6,6.6,91.98,382.43,5.11,37.3,10.55,-47.29
Canada,2021,EV,Publicly available fast,3100.0,0.0,0.0,0.0,0.0,0.0,CAN,38454058.0,1703443269914.0,537.479,13.977,0.316,233.624,6.075,47.059,1.224,139.172,3861.98,523.939,13.625,0.308,652.4,605.11,527.37,125.03,435.39,34.83,83.6,6.6,91.98,382.43,5.11,37.3,10.55,-47.29
Canada,2021,EV,Publicly available slow,12000.0,0.0,0.0,0.0,0.0,0.0,CAN,38454058.0,1703443269914.0,537.479,13.977,0.316,233.624,6.075,47.059,1.224,139.172,3861.98,523.939,13.625,0.308,652.4,605.11,527.37,125.03,435.39,34.83,83.6,6.6,91.98,382.43,5.11,37.3,10.55,-47.29
Canada,2021,Trucks,BEV,0.0,20.0,0.0,22.0,0.0,0.0,CAN,38454058.0,1703443269914.0,537.479,13.977,0.316,233.624,6.075,47.059,1.224,139.172,3861.98,523.939,13.625,0.308,652.4,605.11,527.37,125.03,435.39,34.83,83.6,6.6,91.98,382.43,5.11,37.3,10.55,-47.29
Canada,2021,Trucks,EV,0.0,0.0,0.020999999716878,0.0,0.000839999993332,0.0,CAN,38454058.0,1703443269914.0,537.479,13.977,0.316,233.624,6.075,47.059,1.224,139.172,3861.98,523.939,13.625,0.308,652.4,605.11,527.37,125.03,435.39,34.83,83.6,6.6,91.98,382.43,5.11,37.3,10.55,-47.29
Canada,2021,Trucks,FCEV,0.0,28.0,0.0,0.0,0.0,0.0,CAN,38454058.0,1703443269914.0,537.479,13.977,0.316,233.624,6.075,47.059,1.224,139.172,3861.98,523.939,13.625,0.308,652.4,605.11,527.37,125.03,435.39,34.83,83.6,6.6,91.98,382.43,5.11,37.3,10.55,-47.29
Canada,2021,Vans,BEV,0.0,2600.0,0.0,0.0,0.0,0.0,CAN,38454058.0,1703443269914.0,537.479,13.977,0.316,233.624,6.075,47.059,1.224,139.172,3861.98,523.939,13.625,0.308,652.4,605.11,527.37,125.03,435.39,34.83,83.6,6.6,91.98,382.43,5.11,37.3,10.55,-47.29
Canada,2021,Vans,EV,0.0,0.0,1.79999995231628,0.0,0.0,0.0,CAN,38454058.0,1703443269914.0,537.479,13.977,0.316,233.624,6.075,47.059,1.224,139.172,3861.98,523.939,13.625,0.308,652.4,605.11,527.37,125.03,435.39,34.83,83.6,6.6,91.98,382.43,5.11,37.3,10.55,-47.29
Canada,2021,Vans,FCEV,0.0,0.0,0.0,44.0,0.0,0.0,CAN,38454058.0,1703443269914.0,537.479,13.977,0.316,233.624,6.075,47.059,1.224,139.172,3861.98,523.939,13.625,0.308,652.4,605.11,527.37,125.03,435.39,34.83,83.6,6.6,91.98,382.43,5.11,37.3,10.55,-47.29
Canada,2021,Vans,PHEV,0.0,2600.0,0.0,0.0,0.0,0.0,CAN,38454058.0,1703443269914.0,537.479,13.977,0.316,233.624,6.075,47.059,1.224,139.172,3861.98,523.939,13.625,0.308,652.4,605.11,527.37,125.03,435.39,34.83,83.6,6.6,91.98,382.43,5.11,37.3,10.55,-47.29
Canada,2022,Buses,BEV,0.0,190.0,0.0,690.0,0.0,0.0,CAN,38821259.0,1761295624423.0,547.658,14.107,0.311,242.291,6.241,39.157,1.009,138.14,3964.521,530.259,13.659,0.301,664.08,612.97,539.1,124.98,452.47,26.49,90.44,8.05,86.63,397.73,5.74,39.48,9.52,-51.11
Canada,2022,Buses,EV,0.0,0.0,6.09999990463257,0.0,0.97000002861023,0.0,CAN,38821259.0,1761295624423.0,547.658,14.107,0.311,242.291,6.241,39.157,1.009,138.14,3964.521,530.259,13.659,0.301,664.08,612.97,539.1,124.98,452.47,26.49,90.44,8.05,86.63,397.73,5.74,39.48,9.52,-51.11
Canada,2022,Cars,BEV,0.0,91000.0,0.0,280000.0,0.0,0.0,CAN,38821259.0,1761295624423.0,547.658,14.107,0.311,242.291,6.241,39.157,1.009,138.14,3964.521,530.259,13.659,0.301,664.08,612.97,539.1,124.98,452.47,26.49,90.44,8.05,86.63,397.73,5.74,39.48,9.52,-51.11
Canada,2022,Cars,EV,0.0,0.0,9.5,0.0,1.70000004768372,0.0,CAN,38821259.0,1761295624423.0,547.658,14.107,0.311,242.291,6.241,39.157,1.009,138.14,3964.521,530.259,13.659,0.301,664.08,612.97,539.1,124.98,452.47,26.49,90.44,8.05,86.63,397.73,5.74,39.48,9.52,-51.11
Canada,2022,Cars,FCEV,0.0,19.0,0.0,300.0,0.0,0.0,CAN,38821259.0,1761295624423.0,547.658,14.107,0.311,242.291,6.241,39.157,1.009,138.14,3964.521,530.259,13.659,0.301,664.08,612.97,539.1,124.98,452.47,26.49,90.44,8.05,86.63,397.73,5.74,39.48,9.52,-51.11
Canada,2022,Cars,PHEV,0.0,24000.0,0.0,130000.0,0.0,0.0,CAN,38821259.0,1761295624423.0,547.658,14.107,0.311,242.291,6.241,39.157,1.009,138.14,3964.521,530.259,13.659,0.301,664.08,612.97,539.1,124.98,452.47,26.49,90.44,8.05,86.63,397.73,5.74,39.48,9.52,-51.11
Canada,2022,EV,Publicly available fast,3900.0,0.0,0.0,0.0,0.0,0.0,CAN,38821259.0,1761295624423.0,547.658,14.107,0.311,242.291,6.241,39.157,1.009,138.14,3964.521,530.259,13.659,0.301,664.08,612.97,539.1,124.98,452.47,26.49,90.44,8.05,86.63,397.73,5.74,39.48,9.52,-51.11
Canada,2022,EV,Publicly available slow,17000.0,0.0,0.0,0.0,0.0,0.0,CAN,38821259.0,1761295624423.0,547.658,14.107,0.311,242.291,6.241,39.157,1.009,138.14,3964.521,530.259,13.659,0.301,664.08,612.97,539.1,124.98,452.47,26.49,90.44,8.05,86.63,397.73,5.74,39.48,9.52,-51.11
Canada,2022,Trucks,BEV,0.0,830.0,0.0,780.0,0.0,0.0,CAN,38821259.0,1761295624423.0,547.658,14.107,0.311,242.291,6.241,39.157,1.009,138.14,3964.521,530.259,13.659,0.301,664.08,612.97,539.1,124.98,452.47,26.49,90.44,8.05,86.63,397.73,5.74,39.48,9.52,-51.11
Canada,2022,Trucks,EV,0.0,0.0,0.600000023841858,0.0,0.032000001519919,0.0,CAN,38821259.0,1761295624423.0,547.658,14.107,0.311,242.291,6.241,39.157,1.009,138.14,3964.521,530.259,13.659,0.301,664.08,612.97,539.1,124.98,452.47,26.49,90.44,8.05,86.63,397.73,5.74,39.48,9.52,-51.11
Canada,2022,Trucks,FCEV,0.0,18.0,0.0,0.0,0.0,0.0,CAN,38821259.0,1761295624423.0,547.658,14.107,0.311,242.291,6.241,39.157,1.009,138.14,3964.521,530.259,13.659,0.301,664.08,612.97,539.1,124.98,452.47,26.49,90.44,8.05,86.63,397.73,5.74,39.48,9.52,-51.11
Canada,2022,Vans,BEV,0.0,7000.0,0.0,0.0,0.0,0.0,CAN,38821259.0,1761295624423.0,547.658,14.107,0.311,242.291,6.241,39.157,1.009,138.14,3964.521,530.259,13.659,0.301,664.08,612.97,539.1,124.98,452.47,26.49,90.44,8.05,86.63,397.73,5.74,39.48,9.52,-51.11
Canada,2022,Vans,EV,0.0,0.0,5.09999990463257,0.0,0.0,0.0,CAN,38821259.0,1761295624423.0,547.658,14.107,0.311,242.291,6.241,39.157,1.009,138.14,3964.521,530.259,13.659,0.301,664.08,612.97,539.1,124.98,452.47,26.49,90.44,8.05,86.63,397.73,5.74,39.48,9.52,-51.11
Canada,2022,Vans,FCEV,0.0,0.0,0.0,44.0,0.0,0.0,CAN,38821259.0,1761295624423.0,547.658,14.107,0.311,242.291,6.241,39.157,1.009,138.14,3964.521,530.259,13.659,0.301,664.08,612.97,539.1,124.98,452.47,26.49,90.44,8.05,86.63,397.73,5.74,39.48,9.52,-51.11
Canada,2022,Vans,PHEV,0.0,3100.0,0.0,0.0,0.0,0.0,CAN,38821259.0,1761295624423.0,547.658,14.107,0.311,242.291,6.241,39.157,1.009,138.14,3964.521,530.259,13.659,0.301,664.08,612.97,539.1,124.98,452.47,26.49,90.44,8.05,86.63,397.73,5.74,39.48,9.52,-51.11
Canada,2023,Buses,BEV,0.0,790.0,0.0,1600.0,0.0,0.0,CAN,39299098.0,,545.479,13.88,,241.526,6.146,36.384,0.926,140.303,3887.86,519.943,13.23,,641.39,613.63,507.88,133.51,419.45,23.74,102.88,6.89,88.43,360.74,8.4,40.51,9.8,-27.76
Canada,2023,Buses,EV,0.0,0.0,23.0,0.0,2.40000009536743,0.0,CAN,39299098.0,,545.479,13.88,,241.526,6.146,36.384,0.926,140.303,3887.86,519.943,13.23,,641.39,613.63,507.88,133.51,419.45,23.74,102.88,6.89,88.43,360.74,8.4,40.51,9.8,-27.76
Canada,2023,Cars,BEV,0.0,130000.0,0.0,380000.0,0.0,0.0,CAN,39299098.0,,545.479,13.88,,241.526,6.146,36.384,0.926,140.303,3887.86,519.943,13.23,,641.39,613.63,507.88,133.51,419.45,23.74,102.88,6.89,88.43,360.74,8.4,40.51,9.8,-27.76
Canada,2023,Cars,EV,0.0,0.0,13.0,0.0,2.29999995231628,0.0,CAN,39299098.0,,545.479,13.88,,241.526,6.146,36.384,0.926,140.303,3887.86,519.943,13.23,,641.39,613.63,507.88,133.51,419.45,23.74,102.88,6.89,88.43,360.74,8.4,40.51,9.8,-27.76
Canada,2023,Cars,FCEV,0.0,13.0,0.0,320.0,0.0,0.0,CAN,39299098.0,,545.479,13.88,,241.526,6.146,36.384,0.926,140.303,3887.86,519.943,13.23,,641.39,613.63,507.88,133.51,419.45,23.74,102.88,6.89,88.43,360.74,8.4,40.51,9.8,-27.76
Canada,2023,Cars,PHEV,0.0,41000.0,0.0,170000.0,0.0,0.0,CAN,39299098.0,,545.479,13.88,,241.526,6.146,36.384,0.926,140.303,3887.86,519.943,13.23,,641.39,613.63,507.88,133.51,419.45,23.74,102.88,6.89,88.43,360.74,8.4,40.51,9.8,-27.76
Canada,2023,EV,Publicly available fast,4800.0,0.0,0.0,0.0,0.0,0.0,CAN,39299098.0,,545.479,13.88,,241.526,6.146,36.384,0.926,140.303,3887.86,519.943,13.23,,641.39,613.63,507.88,133.51,419.45,23.74,102.88,6.89,88.43,360.74,8.4,40.51,9.8,-27.76
Canada,2023,EV,Publicly available slow,22000.0,0.0,0.0,0.0,0.0,0.0,CAN,39299098.0,,545.479,13.88,,241.526,6.146,36.384,0.926,140.303,3887.86,519.943,13.23,,641.39,613.63,507.88,133.51,419.45,23.74,102.88,6.89,88.43,360.74,8.4,40.51,9.8,-27.76
Canada,2023,Trucks,BEV,0.0,2000.0,0.0,2400.0,0.0,0.0,CAN,39299098.0,,545.479,13.88,,241.526,6.146,36.384,0.926,140.303,3887.86,519.943,13.23,,641.39,613.63,507.88,133.51,419.45,23.74,102.88,6.89,88.43,360.74,8.4,40.51,9.8,-27.76
Canada,2023,Trucks,EV,0.0,0.0,1.29999995231628,0.0,0.100000001490116,0.0,CAN,39299098.0,,545.479,13.88,,241.526,6.146,36.384,0.926,140.303,3887.86,519.943,13.23,,641.39,613.63,507.88,133.51,419.45,23.74,102.88,6.89,88.43,360.74,8.4,40.51,9.8,-27.76
Canada,2023,Trucks,FCEV,0.0,18.0,0.0,8.0,0.0,0.0,CAN,39299098.0,,545.479,13.88,,241.526,6.146,36.384,0.926,140.303,3887.86,519.943,13.23,,641.39,613.63,507.88,133.51,419.45,23.74,102.88,6.89,88.43,360.74,8.4,40.51,9.8,-27.76
Canada,2023,Vans,BEV,0.0,9100.0,0.0,0.0,0.0,0.0,CAN,39299098.0,,545.479,13.88,,241.526,6.146,36.384,0.926,140.303,3887.86,519.943,13.23,,641.39,613.63,507.88,133.51,419.45,23.74,102.88,6.89,88.43,360.74,8.4,40.51,9.8,-27.76
Canada,2023,Vans,EV,0.0,0.0,5.5,0.0,0.0,0.0,CAN,39299098.0,,545.479,13.88,,241.526,6.146,36.384,0.926,140.303,3887.86,519.943,13.23,,641.39,613.63,507.88,133.51,419.45,23.74,102.88,6.89,88.43,360.74,8.4,40.51,9.8,-27.76
Canada,2023,Vans,FCEV,0.0,0.0,0.0,9.0,0.0,0.0,CAN,39299098.0,,545.479,13.88,,241.526,6.146,36.384,0.926,140.303,3887.86,519.943,13.23,,641.39,613.63,507.88,133.51,419.45,23.74,102.88,6.89,88.43,360.74,8.4,40.51,9.8,-27.76
Canada,2023,Vans,PHEV,0.0,4100.0,0.0,0.0,0.0,0.0,CAN,39299098.0,,545.479,13.88,,241.526,6.146,36.384,0.926,140.303,3887.86,519.943,13.23,,641.39,613.63,507.88,133.51,419.45,23.74,102.88,6.89,88.43,360.74,8.4,40.51,9.8,-27.76
Chile,2011,Cars,BEV,0.0,6.0,0.0,6.0,0.0,0.0,CHL,17351810.0,338708860136.0,78.071,4.499,0.23,45.628,2.63,20.848,1.201,202.409,385.712,88.35,5.092,0.261,65.65,66.38,25.95,39.7,25.95,19.62,13.72,6.36,0.0,20.94,0.0,0.34,4.67,0.73
Chile,2011,Cars,EV,0.0,0.0,0.002400000113994,0.0,0.000220000001718,0.0,CHL,17351810.0,338708860136.0,78.071,4.499,0.23,45.628,2.63,20.848,1.201,202.409,385.712,88.35,5.092,0.261,65.65,66.38,25.95,39.7,25.95,19.62,13.72,6.36,0.0,20.94,0.0,0.34,4.67,0.73
Chile,2011,EV,Publicly available fast,1.0,0.0,0.0,0.0,0.0,0.0,CHL,17351810.0,338708860136.0,78.071,4.499,0.23,45.628,2.63,20.848,1.201,202.409,385.712,88.35,5.092,0.261,65.65,66.38,25.95,39.7,25.95,19.62,13.72,6.36,0.0,20.94,0.0,0.34,4.67,0.73
Chile,2011,EV,Publicly available slow,1.0,0.0,0.0,0.0,0.0,0.0,CHL,17351810.0,338708860136.0,78.071,4.499,0.23,45.628,2.63,20.848,1.201,202.409,385.712,88.35,5.092,0.261,65.65,66.38,25.95,39.7,25.95,19.62,13.72,6.36,0.0,20.94,0.0,0.34,4.67,0.73
Chile,2012,Cars,BEV,0.0,5.0,0.0,11.0,0.0,0.0,CHL,17519116.0,359556383692.0,79.621,4.545,0.221,45.162,2.578,23.479,1.34,197.695,402.747,95.012,5.423,0.264,69.57,69.57,25.24,44.33,25.24,25.34,12.85,6.14,0.0,19.98,0.0,0.41,4.85,0.0
Chile,2012,Cars,EV,0.0,0.0,0.002000000094995,0.0,0.000380000012228,0.0,CHL,17519116.0,359556383692.0,79.621,4.545,0.221,45.162,2.578,23.479,1.34,197.695,402.747,95.012,5.423,0.264,69.57,69.57,25.24,44.33,25.24,25.34,12.85,6.14,0.0,19.98,0.0,0.41,4.85,0.0
