country,isoCode,continent,continentCode,year,halfDecade,pandemicPeriod,evChargingPoints,fastChargingPoints,slowChargingPoints,chargingPointsPerEv
Sweden,SWE,Europe,EU,2014,2010-2014,Pre-Pandemic,1000.0,0.0,1000.0,0.12588116817724068
Sweden,SWE,Europe,EU,2015,2015-2019,Pre-Pandemic,1100.0,0.0,1100.0,0.06946198534983582
Sweden,SWE,Europe,EU,2016,2015-2019,Pre-Pandemic,1700.0,0.0,1700.0,0.060330754489317906
Sweden,SWE,Europe,EU,2017,2015-2019,Pre-Pandemic,4190.0,790.0,3400.0,0.09308008441630568
Sweden,SWE,Europe,EU,2018,2015-2019,Pre-Pandemic,6500.0,1000.0,5500.0,0.09430677267715165
Sweden,SWE,Europe,EU,2019,2015-2019,Pre-Pandemic,9000.0,1200.0,7800.0,0.08889766890557092
Sweden,SWE,Europe,EU,2020,2020-2023,Pandemic,11200.0,1400.0,9800.0,0.06109268633269332
Sweden,SWE,Europe,EU,2021,2020-2023,Pandemic,13700.0,1700.0,12000.0,0.0442809675876246
Sweden,SWE,Europe,EU,2022,2020-2023,Post-Pandemic,17600.0,2600.0,15000.0,0.03869849911389232
Sweden,SWE,Europe,EU,2023,2020-2023,Post-Pandemic,34500.0,4500.0,30000.0,0.05913437558384483
Switzerland,CHE,Europe,EU,2012,2010-2014,Pre-Pandemic,404.0,4.0,400.0,0.31076923076923074
Switzerland,CHE,Europe,EU,2013,2010-2014,Pre-Pandemic,627.0,27.0,600.0,0.22967032967032966
Switzerland,CHE,Europe,EU,2014,2010-2014,Pre-Pandemic,1399.0,99.0,1300.0,0.24543859649122807
Switzerland,CHE,Europe,EU,2015,2015-2019,Pre-Pandemic,3660.0,260.0,3400.0,0.31934386179216473
Switzerland,CHE,Europe,EU,2016,2015-2019,Pre-Pandemic,3850.0,350.0,3500.0,0.23194168323392975
Switzerland,CHE,Europe,EU,2017,2015-2019,Pre-Pandemic,4080.0,580.0,3500.0,0.15869928818701623
Switzerland,CHE,Europe,EU,2018,2015-2019,Pre-Pandemic,5140.0,740.0,4400.0,0.14226010904763223
Switzerland,CHE,Europe,EU,2019,2015-2019,Pre-Pandemic,6320.0,920.0,5400.0,0.12209021539650343
Switzerland,CHE,Europe,EU,2020,2020-2023,Pandemic,7700.0,1000.0,6700.0,0.08891865675088918
Switzerland,CHE,Europe,EU,2021,2020-2023,Pandemic,10100.0,1900.0,8200.0,0.07054747635611808
Switzerland,CHE,Europe,EU,2022,2020-2023,Post-Pandemic,12200.0,2200.0,10000.0,0.05852020625974338
Switzerland,CHE,Europe,EU,2023,2020-2023,Post-Pandemic,15800.0,2800.0,13000.0,0.05496416892785083
Thailand,THA,Asia,AS,2017,2015-2019,Pre-Pandemic,96.0,8.0,88.0,0.0
Thailand,THA,Asia,AS,2018,2015-2019,Pre-Pandemic,96.0,8.0,88.0,0.0
Thailand,THA,Asia,AS,2019,2015-2019,Pre-Pandemic,819.0,69.0,750.0,0.0
Thailand,THA,Asia,AS,2020,2020-2023,Pandemic,1910.0,710.0,1200.0,0.0
Thailand,THA,Asia,AS,2021,2020-2023,Pandemic,2270.0,770.0,1500.0,0.0
Thailand,THA,Asia,AS,2022,2020-2023,Post-Pandemic,2270.0,770.0,1500.0,0.0
Thailand,THA,Asia,AS,2023,2020-2023,Post-Pandemic,2270.0,770.0,1500.0,0.0
Turkey,TUR,Europe,EU,2013,2010-2014,Pre-Pandemic,1.0,1.0,0.0,0.004347826086956522
Turkey,TUR,Europe,EU,2014,2010-2014,Pre-Pandemic,1.0,1.0,0.0,0.0038461538461538464
Turkey,TUR,Europe,EU,2015,2015-2019,Pre-Pandemic,7.0,7.0,0.0,0.01891891891891892
Turkey,TUR,Europe,EU,2016,2015-2019,Pre-Pandemic,18.0,7.0,11.0,0.02857142857142857
Turkey,TUR,Europe,EU,2017,2015-2019,Pre-Pandemic,76.0,7.0,69.0,0.10270270270270271
Turkey,TUR,Europe,EU,2018,2015-2019,Pre-Pandemic,76.0,7.0,69.0,0.08172043010752689
Turkey,TUR,Europe,EU,2019,2015-2019,Pre-Pandemic,180.0,30.0,150.0,0.09782608695652174
Turkey,TUR,Europe,EU,2020,2020-2023,Pandemic,1320.0,120.0,1200.0,0.3384615384615385
Turkey,TUR,Europe,EU,2021,2020-2023,Pandemic,1980.0,180.0,1800.0,0.2302325581395349
Turkey,TUR,Europe,EU,2022,2020-2023,Post-Pandemic,1980.0,180.0,1800.0,0.12147239263803682
Turkey,TUR,Europe,EU,2023,2020-2023,Post-Pandemic,7800.0,800.0,7000.0,0.09523809523809523
United Kingdom,GBR,Europe,EU,2011,2010-2014,Pre-Pandemic,1500.0,0.0,1500.0,0.20891364902506965
United Kingdom,GBR,Europe,EU,2012,2010-2014,Pre-Pandemic,2836.0,36.0,2800.0,0.2956014175526371
United Kingdom,GBR,Europe,EU,2013,2010-2014,Pre-Pandemic,5660.0,260.0,5400.0,0.4530174483752201
United Kingdom,GBR,Europe,EU,2014,2010-2014,Pre-Pandemic,7720.0,520.0,7200.0,0.29156280685852404
United Kingdom,GBR,Europe,EU,2015,2015-2019,Pre-Pandemic,9300.0,1100.0,8200.0,0.17443823385977417
United Kingdom,GBR,Europe,EU,2016,2015-2019,Pre-Pandemic,12800.0,1800.0,11000.0,0.140223261724527
United Kingdom,GBR,Europe,EU,2017,2015-2019,Pre-Pandemic,15200.0,2200.0,13000.0,0.11147127414599803
United Kingdom,GBR,Europe,EU,2018,2015-2019,Pre-Pandemic,17700.0,2700.0,15000.0,0.09080042886530244
United Kingdom,GBR,Europe,EU,2019,2015-2019,Pre-Pandemic,16800.0,2800.0,14000.0,0.06391867110039036
United Kingdom,GBR,Europe,EU,2020,2020-2023,Pandemic,20900.0,3900.0,17000.0,0.04875272338777776
United Kingdom,GBR,Europe,EU,2021,2020-2023,Pandemic,28200.0,5200.0,23000.0,0.037973916497781486
United Kingdom,GBR,Europe,EU,2022,2020-2023,Post-Pandemic,36900.0,6900.0,30000.0,0.03708908013050532
United Kingdom,GBR,Europe,EU,2023,2020-2023,Post-Pandemic,53000.0,10000.0,43000.0,0.0319882186787055
United States,USA,North America,NA,2010,2010-2014,Pre-Pandemic,480.0,0.0,480.0,0.12631578947368421
United States,USA,North America,NA,2011,2010-2014,Pre-Pandemic,3900.0,0.0,3900.0,0.1757548445245606
United States,USA,North America,NA,2012,2010-2014,Pre-Pandemic,12000.0,0.0,12000.0,0.1595744680851064
United States,USA,North America,NA,2013,2010-2014,Pre-Pandemic,15000.0,0.0,15000.0,0.08710295569362987
United States,USA,North America,NA,2014,2010-2014,Pre-Pandemic,20000.0,0.0,20000.0,0.0688978073272818
United States,USA,North America,NA,2015,2015-2019,Pre-Pandemic,31500.0,3500.0,28000.0,0.07854499755637785
United States,USA,North America,NA,2016,2015-2019,Pre-Pandemic,38100.0,3100.0,35000.0,0.06653964173380301
United States,USA,North America,NA,2017,2015-2019,Pre-Pandemic,43400.0,3400.0,40000.0,0.056726390580805044
United States,USA,North America,NA,2018,2015-2019,Pre-Pandemic,54200.0,4200.0,50000.0,0.04803337876711965
United States,USA,North America,NA,2019,2015-2019,Pre-Pandemic,77000.0,13000.0,64000.0,0.052703916243210094
United States,USA,North America,NA,2020,2020-2023,Pandemic,99000.0,17000.0,82000.0,0.05649027625456915
United States,USA,North America,NA,2021,2020-2023,Pandemic,114000.0,22000.0,92000.0,0.05097411990275569
United States,USA,North America,NA,2022,2020-2023,Post-Pandemic,128000.0,28000.0,100000.0,0.04221816898481795
United States,USA,North America,NA,2023,2020-2023,Post-Pandemic,183000.0,43000.0,140000.0,0.03792219525993282
