Country Name,Country Code,Series Name,Series Code,2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Equatorial Guinea,GNQ,GDP (current US$),NY.GDP.MKTP.CD,16314443436.2903,21357343668.9447,22388344143.9131,21948834283.7856,21765453081.9826,13185496881.0174,11240808847.8878,12200913878.9827,13097012133.6159,11364133549.7478,9893816007.7398,12215878032.7166,13687643435.6249,12541814272.8021
Eritrea,ERI,"Population, total",SP.POP.TOTL,2945186,2998485,3036988,3074360,3095173,3105546,3124698,3150347,3192760,3240194,3291271,3350183,3409447,3470390
Eritrea,ERI,GDP (current US$),NY.GDP.MKTP.CD,1589515447.15447,2065001626.01626,..,..,..,..,..,..,..,..,..,..,..,..
Estonia,EST,"Population, total",SP.POP.TOTL,1331475,1327439,1322696,1317997,1314545,1315407,1315790,1317384,1321977,1326898,1329522,1330932,1348840,1370286
Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,19524355419.038,23303915794.7569,23237406116.3988,25451032780.7573,27055689003.0038,23311847750.9394,24561027787.7896,27469461919.1189,31222632740.7247,31873748770.0313,31820771493.8974,37201101170.5847,38226641740.29,41470344395.1086
Eswatini,SWZ,"Population, total",SP.POP.TOTL,1111650,1117833,1123863,1129990,1136299,1142813,1149507,1158195,1168929,1179874,1192729,1206593,1218917,1230506
Eswatini,SWZ,GDP (current US$),NY.GDP.MKTP.CD,4360714358.88708,4722912047.32265,4747813067.26006,4463396204.01995,4285065665.03168,3908217914.21824,3722306116.72872,4462640651.49219,4643751059.28203,4617018958.69086,4134677809.50096,4807069277.20114,4746660273.50829,4621191261.84214
Ethiopia,ETH,"Population, total",SP.POP.TOTL,90538514,93149970,95798767,98438751,101115610,103867135,106718162,109666481,112664152,115737383,118917671,122138588,125384287,128691692
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,29933790334.3418,31952763089.33,43310721414.0829,47648276605.0123,55612228233.5179,62103418181.8182,68475871209.607,76366081766.6667,83337901071.9697,91834517113.6386,98676811061.9985,109070960370.972,123140304665.399,135874093203.18
Faroe Islands,FRO,"Population, total",SP.POP.TOTL,48656,48542,48290,48245,48427,48898,49463,50179,50997,51790,52561,53291,53903,54398
Faroe Islands,FRO,GDP (current US$),NY.GDP.MKTP.CD,2331796784.36009,2505740669.27039,2427200388.91831,2690110520.92548,2914012679.27277,2573905971.05459,2813278868.78208,2980057377.87967,3188600927.46688,3266432734.22819,3271813311.5831,3699551717.10561,3615241800.50058,3943131022.2291
Fiji,FJI,"Population, total",SP.POP.TOTL,910419,912989,914918,916352,917585,918578,919166,918759,917180,914899,914963,916711,919422,924145
Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,3140166712.79624,3779411899.37483,3972028104.47328,4189967998.51424,4857104768.86844,4682479893.97558,4930213644.36653,5353469174.47838,5581425327.44397,5344907153.46698,4227719873.3865,4158873156.17978,4977861885.60316,5476673518.13788
Finland,FIN,"Population, total",SP.POP.TOTL,5363352,5388272,5413971,5438972,5461512,5479531,5495303,5508214,5515525,5521606,5529543,5541017,5556106,5583911
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,249429613683.334,275126915515.565,257443384492.969,270268036626.275,273478528954.901,233210733506.25,238777818792.608,253846138440,273869255596.078,267014821129.411,270000311606.226,294223210496.119,280253099309.34,295191741637.26
France,FRA,"Population, total",SP.POP.TOTL,65026211,65340830,65657659,65997932,66312067,66548272,66724104,66918020,67158348,67382061,67601110,67842811,68184457,68372286
France,FRA,GDP (current US$),NY.GDP.MKTP.CD,2646230027988.34,2870408553990.28,2683007095787.23,2816077607875.26,2861236112552.42,2442483452642.5,2470407619777.13,2588868323334.71,2781576320884.39,2722793515171.76,2647926055110.05,2966433692008.09,2794788137066.94,3056250648138.29
French Polynesia,PYF,"Population, total",SP.POP.TOTL,270580,271727,273084,274728,276387,277866,279178,280087,279815,279034,279209,279792,280378,281118
French Polynesia,PYF,GDP (current US$),NY.GDP.MKTP.CD,6086644798.55982,6203940036.91982,5692858099.00217,6031827122.60663,6151996560.84289,5325846361.81186,5497036476.8031,5833352692.7995,6135116253.33452,6022276196.13871,5574821989.38239,5994931236.42282,5622688338.06317,6137447782.87066
Gabon,GAB,"Population, total",SP.POP.TOTL,1719879,1781985,1846889,1913059,1978399,2040989,2100306,2156900,2212318,2267706,2322539,2376722,2430747,2484789
Gabon,GAB,GDP (current US$),NY.GDP.MKTP.CD,14372593020.2885,18210307743.5816,17170464016.0593,17595744798.3398,18203966895.8433,14383107762.6952,14023890265.3665,14929487485.1623,16867326401.9626,16874405465.391,15342236163.9943,19444935097.2333,20440655695.229,19388372070.9778
"Gambia, The",GMB,"Population, total",SP.POP.TOTL,1926630,1983784,2043094,2103820,2164528,2224529,2283769,2342189,2399632,2456844,2515733,2576010,2636470,2697845
"Gambia, The",GMB,GDP (current US$),NY.GDP.MKTP.CD,1543294926.87301,1409693596.93594,1415004738.26621,1375609453.43746,1229461721.40861,1378176608.93204,1484578885.97132,1504909462.69521,1670671327.81651,1813609692.49994,1812170891.19069,2014158842.14596,2204734527.88096,2382262185.38179
Georgia,GEO,"Population, total",SP.POP.TOTL,3786695,3756441,3728874,3717668,3719414,3725276,3727505,3728004,3726549,3720161,3722716,3708610,3712502,3715483
Georgia,GEO,GDP (current US$),NY.GDP.MKTP.CD,12426907967.1578,15475290469.2869,16894392033.2256,17517660143.6859,17966015109.3043,15223796148.8396,15444548901.9637,16473125375.0684,17902544880.6471,17638337116.9126,16010869215.68,18853115588.8106,24984568959.605,30777833600.6515
Germany,DEU,"Population, total",SP.POP.TOTL,81776930,80274983,80425823,80645605,80982500,81686611,82348669,82657002,82905782,83092962,83160871,83196078,83177813,83287273
Germany,DEU,GDP (current US$),NY.GDP.MKTP.CD,3467093769666.67,3823575803793.78,3596483233406.25,3807023797050.99,3964870735760.77,3425099578746.09,3536787895179,3765351626105.89,4055433215301.96,3959894794039.21,3941398957073.94,4355251953410.78,4201021706478.62,4562207532490.28
Ghana,GHA,"Population, total",SP.POP.TOTL,25474995,26095088,26734268,27386193,28041592,28696068,29356742,30008354,30637585,31258945,31887809,32518665,33149152,33787914
Ghana,GHA,GDP (current US$),NY.GDP.MKTP.CD,32197655566.5347,39336668080.559,41271701060.954,62845721959.827,54678533805.9064,49436806230.4839,56144179397.8516,60385409434.8567,67259353965.6087,68352629246.1555,70008243859.8666,79514204730.3979,73919003212.1998,80547146875.9526
Gibraltar,GIB,"Population, total",SP.POP.TOTL,31248,31660,32029,32407,32813,33193,33658,34245,34854,35494,36173,36858,37609,38471
Gibraltar,GIB,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,GRC,"Population, total",SP.POP.TOTL,11121341,11104899,11045011,10965211,10892413,10820883,10775971,10754679,10732882,10721582,10698599,10570130,10437805,10407351
Greece,GRC,GDP (current US$),NY.GDP.MKTP.CD,296417644404.034,283228079776.041,238841140018.233,236556279640.705,233911581521.062,194567373678.099,193097239005.87,200381103984.298,213298873494.394,207305649887.019,191362985554.861,218303801895.326,217990189600.69,242946187738.269
Greenland,GRL,"Population, total",SP.POP.TOTL,56534,56890,56810,56483,56295,56114,56186,56172,56023,56225,56367,56653,56661,56865
Greenland,GRL,GDP (current US$),NY.GDP.MKTP.CD,2503167187.49305,2684461375.46585,2609678486.36749,2684946990.12448,2842065708.35962,2499113022.81675,2707139544.46695,2851613679.03433,3055782146.15957,2997309971.87623,3089625554.40473,3293578467.57327,3152334771.77992,3326543974.39193
Grenada,GRD,"Population, total",SP.POP.TOTL,111586,112079,112775,113487,114132,114676,115130,115438,115691,115981,116341,116688,116913,117081
Grenada,GRD,GDP (current US$),NY.GDP.MKTP.CD,771014814.814815,778655555.555555,799881481.481481,842618518.518518,911496296.296296,997007407.407407,1061640740.74074,1125685185.18519,1166514814.81481,1213485185.18519,1043411111.11111,1122222222.22222,1224007407.40741,1336418518.51852
Guam,GUM,"Population, total",SP.POP.TOTL,166522,166543,166331,165966,165486,164905,164233,163490,162679,161808,162158,163730,165180,166506
Guam,GUM,GDP (current US$),NY.GDP.MKTP.CD,4949000000,4984000000,5265000000,5399000000,5610000000,5799000000,5901000000,6013000000,6051000000,6355000000,5916000000,6234000000,6910000000,..
Guatemala,GTM,"Population, total",SP.POP.TOTL,14500112,14792126,15089647,15387337,15681725,15971743,16268760,16567357,16845685,17103803,17357325,17598650,17847877,18124838
Guatemala,GTM,GDP (current US$),NY.GDP.MKTP.CD,40676578423.4871,46876006272.2387,49593929487.1263,52996420177.4409,57852159007.6243,62186066547.6566,66053408205.8838,71653780740.4226,73328356007.6152,77172331693.4093,77719468248.3666,86455522272.7383,95609727055.5754,104298081428.769
Guinea,GIN,"Population, total",SP.POP.TOTL,10396086,10656810,10921581,11191873,11472924,11767070,12073030,12385659,12704774,13034346,13371183,13710513,14055137,14405468
Guinea,GIN,GDP (current US$),NY.GDP.MKTP.CD,6853467145.53089,6785137203.33153,7638044556.84656,8376613539.28278,8778473372.82124,8794201742.84609,8595955222.49719,10324668271.1362,11857030366.7891,13442861496.4454,14088693742.9464,17069115737.8259,19910452541.9219,22407615556.0571
Guinea-Bissau,GNB,"Population, total",SP.POP.TOTL,1566347,1608076,1651417,1695973,1741122,1786457,1831893,1877072,1922168,1967696,2013255,2058841,2105529,2153339
Guinea-Bissau,GNB,GDP (current US$),NY.GDP.MKTP.CD,940112538.936436,1157074319.19388,1049412177.11413,1109682824.13594,1135250721.0374,1152384166.79638,1245074264.10396,1469978606.12143,1554133593.91699,1596214680.12925,1705062169.81422,1907611288.23036,1856239954.81555,2076748678.11987
Guyana,GUY,"Population, total",SP.POP.TOTL,749256,746153,746288,750021,754229,758781,763548,768479,791556,807665,807481,815482,821637,826353
Guyana,GUY,GDP (current US$),NY.GDP.MKTP.CD,3432912516.92427,3691384317.52178,4063088535.76331,4167800928.83553,4127660151.8087,4279840193.7046,4482697336.56174,4748174334.14044,4787636997.85343,5173760191.84652,5471256594.72422,8041362110.31175,14718388489.2086,16918503597.1223
Haiti,HTI,"Population, total",SP.POP.TOTL,9803294,9914904,10069771,10222362,10373235,10523242,10671457,10817754,10962362,11105163,11243848,11374586,11503606,11637398
Haiti,HTI,GDP (current US$),NY.GDP.MKTP.CD,11859312725.1448,13008746038.8867,13708925477.1304,14902488604.2421,15146883497.6331,14849629308.6025,14069277526.2278,15093357161.1498,16403864617.8458,15016090929.5125,14508222518.3018,20754978152.2134,20113007125.93,19572288894.1581
Honduras,HND,"Population, total",SP.POP.TOTL,8365878,8540583,8715076,8889278,9063122,9237305,9412380,9588137,9765210,9943633,10119640,10289877,10463872,10644851
Honduras,HND,GDP (current US$),NY.GDP.MKTP.CD,15839344591.9842,17710275685.4074,18528554397.5695,18499729214.904,19756533971.8698,20979791685.416,21717604952.1835,23136247990.5977,24067750760.499,24882225741.8119,23352232483.755,28144331506.6149,31426041806.7985,34355805527.9795
"Hong Kong SAR, China",HKG,"Population, total",SP.POP.TOTL,7024200,7071600,7150100,7178900,7229500,7291300,7336600,7393200,7452600,7507900,7481000,7413100,7346100,7536100
"Hong Kong SAR, China",HKG,GDP (current US$),NY.GDP.MKTP.CD,228638668727.291,248513617677.287,262628865879.697,275696879834.966,291459995978.893,309385622601.348,320860317562.562,341273289534.466,361731070995.726,363074545072.389,344943149590.058,368954169748.818,358673532516.529,380762296025.216
Hungary,HUN,"Population, total",SP.POP.TOTL,10000023,9971727,9920362,9872734,9833038,9797755,9759755,9726756,9706964,9694824,9670419,9630932,9605074,9592186
Hungary,HUN,GDP (current US$),NY.GDP.MKTP.CD,131898737241.166,141712804953.868,128470269689.958,135646053778.582,141128696412.321,125244126623.289,128983560865.293,143335098991.862,161184691013.835,164936682033.992,158468487754.196,183282685440.486,177002580544.155,213029511028.874
Iceland,ISL,"Population, total",SP.POP.TOTL,318041,319014,320716,323764,327386,330815,335439,343400,352721,360563,366463,372520,382003,385663
Iceland,ISL,GDP (current US$),NY.GDP.MKTP.CD,13922711576.5124,15394005872.149,14943757823.3226,16244319958.6808,18052183514.8695,17700486957.1907,21083713310.457,25060086487.8901,26677652544.3499,24985687022.0452,22034665040.7901,26234872402.457,29176227825.4736,31701996433.7807
India,IND,"Population, total",SP.POP.TOTL,1243481564,1261224954,1278674502,1295829511,1312277191,1328024498,1343944296,1359657400,1374659064,1389030312,1402617695,1414203896,1425423212,1438069596
India,IND,GDP (current US$),NY.GDP.MKTP.CD,1675615519484.96,1823051829894.55,1827637590410.41,1856721507621.58,2039126479154.52,2103588360044.94,2294796885663.16,2651474262755.45,2702929641648.74,2835606256558.19,2674851578587.27,3167270623260.47,3249938492013.47,3500906030644.76
Indonesia,IDN,"Population, total",SP.POP.TOTL,246305322,249470032,252698525,255852467,258877399,261799249,264627418,267346658,269951846,272489381,274814866,276758053,278830529,281190067
Indonesia,IDN,GDP (current US$),NY.GDP.MKTP.CD,755094157621.936,892969104563.171,917869913332.649,912524136718.018,890814755533.537,860854232686.214,931877364037.698,1015618744159.73,1042271532988.63,1119099871350.2,1059054842698.48,1186509691086.73,1319101183380.15,1371166925749.88
"Iran, Islamic Rep.",IRN,"Population, total",SP.POP.TOTL,77420842,78383598,79370580,80414686,81502045,82619362,83812228,85026754,86117998,87051648,87723443,88455488,89524246,90608707
"Iran, Islamic Rep.",IRN,GDP (current US$),NY.GDP.MKTP.CD,487069570463.768,629082257472.368,644019315003.54,500399839839.877,462284793280.825,409191686496.677,478618064870.999,510239893417.645,411903303606.044,347988400957.999,280934329279.723,407350685583.335,422662261525.665,457510482317.483
Iraq,IRQ,"Population, total",SP.POP.TOTL,31045366,32161424,33654842,35281989,36550059,37560535,38469627,39337353,40265624,41192171,42116605,43071211,44070551,45074049
Iraq,IRQ,GDP (current US$),NY.GDP.MKTP.CD,138516722649.573,185749664444.444,218002476129.472,234637675128.645,228415656174.957,166774104959.102,166743557747.671,187217660050.676,227367469034.031,233636097800.338,180898797516.874,209691945713.103,287372232137.931,268881051643.549
Ireland,IRL,"Population, total",SP.POP.TOTL,4560155,4580084,4599533,4623816,4657740,4701957,4762722,4827445,4898022,4976456,5039747,5110585,5212836,5311538
Ireland,IRL,GDP (current US$),NY.GDP.MKTP.CD,221732824603.484,240975871046.644,226921827888.137,242924245718.756,266490442124.309,302101388556.271,305431252708.748,348355212568.515,395780319816.603,407211793800.713,436009027818.948,530394123829.763,548341794599.09,567372737459.116
Isle of Man,IMN,"Population, total",SP.POP.TOTL,83873,84382,84335,84141,83892,83593,83466,83609,83805,83957,84064,84106,84132,84165
Isle of Man,IMN,GDP (current US$),NY.GDP.MKTP.CD,5920369789.50182,6565667052.79737,6690228371.66909,7001175622.71266,7708454412.32126,7084800892.22284,6846377563.00683,6979788333.50279,7491649455.92717,7314967866.28289,6684225641.02564,7931193222.06405,7431257410.92713,7576129932.79381
Israel,ISR,"Population, total",SP.POP.TOTL,7623600,7765800,7910500,8059500,8215700,8380100,8546000,8713300,8882800,9054000,9215100,9371400,9557500,9849000
Israel,ISR,GDP (current US$),NY.GDP.MKTP.CD,239372857534.485,267739352609.375,263172104090.976,298045324735.571,314376760832.047,302841190257.708,321083954798.337,357360816856.642,375470422244.408,399207771081.611,410908899711.272,489735019666.026,525157951212.871,513393395491.904
Italy,ITA,"Population, total",SP.POP.TOTL,59819407,60026841,60191247,60311613,60320707,60229605,60115223,60002252,59877221,59729081,59438851,59133173,59013667,58984216
Italy,ITA,GDP (current US$),NY.GDP.MKTP.CD,2144936254535,2306974020278.21,2097929495121.68,2153225581941.46,2173255507985.84,1845428048839.1,1887111188176.93,1970720904584.71,2099435266458.67,2019606796583.53,1907481094079.23,2179207773596.09,2104067630319.46,2316882296366.32
Jamaica,JAM,"Population, total",SP.POP.TOTL,2748568,2760494,2772430,2783687,2793749,2802534,2809915,2815764,2820097,2823271,2830739,2837682,2839144,2839786
Jamaica,JAM,GDP (current US$),NY.GDP.MKTP.CD,13220549908.2494,14444661522.1463,14807086555.5283,14264205152.6126,13899217679.9219,14963589915.5912,14898999754.1229,15783583236.675,16855447986.2221,17026269262.5307,15000214216.2439,15963885376.3537,18813516805.214,21418797832.8216
Japan,JPN,"Population, total",SP.POP.TOTL,128070000,127833000,127629000,127445000,127276000,127141000,127076000,126972000,126811000,126633000,126261000,125681593,125124989,124516650
Japan,JPN,GDP (current US$),NY.GDP.MKTP.CD,5811578109447.07,6279422550218.7,6333803928787.76,5272297037396.96,4985763289560.81,4534438580494.94,5110357383254.44,5038231631660.71,5154293721629.56,5245755000479.03,5189197543645.38,5225933520753.1,4447976207314.78,4384854269961.93
Jordan,JOR,"Population, total",SP.POP.TOTL,7297043,7480424,7587127,7991809,8791710,9544729,10006367,10234226,10462306,10671891,10865228,11066356,11256263,11439213
Jordan,JOR,GDP (current US$),NY.GDP.MKTP.CD,30202773521.1268,32640291549.2958,34854017887.3239,37873362957.7465,40535098591.5493,42394049295.7747,43688498732.3944,45535614366.1972,47435850422.5352,48640273802.8169,47931770985.9155,50702940985.9155,53516930140.8451,56123472112.6761
Kazakhstan,KAZ,"Population, total",SP.POP.TOTL,16836810,17066002,17306106,17556502,17816285,18084169,18363600,18651931,18932727,19209555,19482117,19743603,20034609,20330104
Kazakhstan,KAZ,GDP (current US$),NY.GDP.MKTP.CD,148047348240.643,192626464617.071,207998568865.789,236634603409.089,221415613595.469,184388404706.042,137278320084.171,166805788827.233,179339977690.485,181667184854.501,171082365861.423,197112255360.612,225496328925.494,261840101059.923
Kenya,KEN,"Population, total",SP.POP.TOTL,41598567,42758461,43888303,44986791,46051440,47088526,48139687,49197766,50207107,51202827,52217334,53219166,54252461,55339003
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,45405615063.7551,46869473150.61,56396704671.5777,61671440407.8387,68285796514.2896,70120446896.8359,74815144163.8931,82036510877.2599,92202979985.2863,100378436207.371,100657505750.545,109703658904.994,114448978152.637,107500884685.013
Kiribati,KIR,"Population, total",SP.POP.TOTL,108704,110647,112284,113838,115326,116815,118478,120275,122084,123921,126099,128377,130469,132530
Kiribati,KIR,GDP (current US$),NY.GDP.MKTP.CD,165458433.127645,195970140.170383,207001545.867109,201730860.757856,200287281.98074,191559398.688293,206467818.503227,223029864.54193,233859230.192198,216891541.021351,220909306.750809,285451584.406531,271214374.500577,291657337.839517
"Korea, Dem. People's Rep.",PRK,"Population, total",SP.POP.TOTL,24987258,25097874,25211728,25329451,25451262,25575350,25698326,25817709,25931147,26037632,26136312,26232534,26328845,26418204
"Korea, Dem. People's Rep.",PRK,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Rep.",KOR,"Population, total",SP.POP.TOTL,49554112,49936638,50199853,50428893,50746659,51014947,51217803,51361911,51585058,51764822,51836239,51769539,51672569,51712619
"Korea, Rep.",KOR,GDP (current US$),NY.GDP.MKTP.CD,1192830015737.68,1307103477219.1,1335343586437.67,1434669686501.84,1556252422020.44,1539212301135.55,1579150518945.44,1710196756713.17,1824251454306.83,1751045752054.63,1744070276373.34,1942313560965.9,1799363116866.52,1844800934391.54
Kosovo,XKX,"Population, total",SP.POP.TOTL,1788743,1791949,1807126,1818119,1812788,1788274,1777568,1791019,1797086,1788891,1790151,1786079,1768096,1682668
Kosovo,XKX,GDP (current US$),NY.GDP.MKTP.CD,5343950626.16668,6341614504.59145,6163483291.08047,6735327512.05178,7074392884.04507,6295845465.35898,6682674062.9615,7180768692.26354,7878762812.20156,7899204690.79214,7734497455.75411,9412099545.05799,9367633202.54673,10466753839.9923
Kuwait,KWT,"Population, total",SP.POP.TOTL,2943372,3132814,3337109,3507844,3665876,3834574,4004096,4154812,4323515,4442316,4400267,4360865,4589643,4853420
Kuwait,KWT,GDP (current US$),NY.GDP.MKTP.CD,115416245241.742,154039231245.856,174047662680.041,174168116534.844,162650450684.725,114585555688.511,109406674124.652,120687539805.505,138646316350.727,140856394860.529,111045470605.715,148350671489.144,183502046693.878,165462656226.772
Kyrgyz Republic,KGZ,"Population, total",SP.POP.TOTL,5467059,5546587,5652076,5777150,5905848,6040036,6175338,6306696,6444079,6590211,6726596,6851224,6975220,7099750
Kyrgyz Republic,KGZ,GDP (current US$),NY.GDP.MKTP.CD,4794361863.01353,6197765984.28468,6605142884.36215,7335033800.59056,7468102412.68237,6678177511.66313,6813095379.1187,7702938379.42036,8271106235.41552,9371275264.36735,8270468614.24051,9249133946.26531,12134931017.9465,15180842369.4894
Lao PDR,LAO,"Population, total",SP.POP.TOTL,6334194,6426590,6518978,6611385,6703172,6801645,6908802,7018147,7128045,7237636,7346533,7453194,7559007,7664993
Lao PDR,LAO,GDP (current US$),NY.GDP.MKTP.CD,7131771014.70456,8750104617.17303,10192846339.4029,11983252626.5452,13279245886.3854,14426380125.6488,15912501722.6143,17071155481.4994,18141641089.7963,18740561512.5555,18981805250.2424,18827148530.9347,15468785203.7532,15843155731.2552
Latvia,LVA,"Population, total",SP.POP.TOTL,2097555,2059709,2034319,2012647,1993782,1977527,1959537,1942248,1927174,1913822,1900449,1884490,1879383,1883710
Latvia,LVA,GDP (current US$),NY.GDP.MKTP.CD,23468324572.3343,26575547900.8247,27116149948.6683,29152128167.8438,30277203767.4058,26344565876.8902,27117105059.5075,29391059767.4259,33247935477.3576,33099503950.847,33379927434.6149,38183326784.9335,38003198508.9107,42779550936.838
Lebanon,LBN,"Population, total",SP.POP.TOTL,5041288,5096020,5235742,5743436,6346990,6472469,6323060,6160128,5984119,5794594,5702398,5718122,5744489,5773493
Lebanon,LBN,GDP (current US$),NY.GDP.MKTP.CD,38443907042.1227,39927125961.5257,44016799515.7546,46880103080.597,48095213746.6003,49929337836.8159,51147308774.1294,53027680685.9038,54901519155.5556,51605959131.2741,31712128253.7961,23131941556.7843,20992421948.8081,20078620356.9931
Lesotho,LSO,"Population, total",SP.POP.TOTL,1996251,2014009,2034354,2056504,2080089,2104611,2130422,2157110,2183603,2209405,2235727,2261542,2286110,2311472
Lesotho,LSO,GDP (current US$),NY.GDP.MKTP.CD,2234754241.91918,2579409619.96722,2477702216.26888,2367112931.642,2441063054.05792,2359686724.53829,2114426452.2019,2306741672.29006,2556247291.99785,2390702295.82777,2053699863.99625,2412130056.55851,2354980960.02697,2129871529.52517
Liberia,LBR,"Population, total",SP.POP.TOTL,4058890,4221178,4373043,4470239,4564293,4659431,4755608,4848925,4944726,5043721,5149463,5259323,5373294,5493031
Liberia,LBR,GDP (current US$),NY.GDP.MKTP.CD,1998000000,2398000000,2791614000,3177198100,3225652000,3227075700,3398419600,3390703400,3422754800,3319596500,3176126300,3513049500,4001047000,4390000000
Libya,LBY,"Population, total",SP.POP.TOTL,6497839,6343203,6179328,6304628,6427252,6531819,6632126,6738770,6849055,6951033,7045399,7135175,7223805,7305659
Libya,LBY,GDP (current US$),NY.GDP.MKTP.CD,75380825062.4216,48169263294.1007,92540938129.1315,75351107029.0605,57372355592.022,48717501321.3052,49912073701.298,67157452181.7738,76686029772.1483,69254496471.6938,46854285440.642,35217995647.2862,43246297921.8499,44027664915.187
Liechtenstein,LIE,"Population, total",SP.POP.TOTL,36022,36312,36657,36984,37248,37494,37716,37962,38246,38563,38901,39182,39493,39846
Liechtenstein,LIE,GDP (current US$),NY.GDP.MKTP.CD,5082337238.44718,5739706004.89616,5456102482.28614,6391708310.67727,6657526979.72277,6268515276.17441,6237302033.50132,6474308717.85289,6692620691.84146,6436467007.11932,6405870210.32293,7912602342.18895,7426856242.7736,8239379403.22096
Lithuania,LTU,"Population, total",SP.POP.TOTL,3097282,3028115,2989139,2961250,2937253,2911109,2877325,2842639,2819200,2811089,2810369,2808380,2831639,2871585
Lithuania,LTU,GDP (current US$),NY.GDP.MKTP.CD,36638128534.0643,43186501862.7907,42709372066.8627,46303660422.0434,48306546656.9281,41540954817.2039,42970749245.0336,47756764508.446,54261795148.5372,55122066225.796,57412038533.2718,67072165721.2431,70639687325.6326,80356613554.5602
Luxembourg,LUX,"Population, total",SP.POP.TOTL,506953,518347,530946,543360,556319,569604,582014,596336,607950,620001,630419,640064,653103,666430
Luxembourg,LUX,GDP (current US$),NY.GDP.MKTP.CD,56213985987.4168,61696281326.2453,59776383527.3602,65203276466.9763,68804814554.646,60071584216.1375,62216885435.9488,65712180342.9836,71085623495.1145,69872035113.6469,73670782100.3909,86386759695.1653,80801680397.0139,88788881539.3937
"Macao SAR, China",MAC,"Population, total",SP.POP.TOTL,537000,549600,567900,591900,621700,642900,652500,648400,658900,672000,685400,682500,677300,678800
"Macao SAR, China",MAC,GDP (current US$),NY.GDP.MKTP.CD,28244172833.6035,36848881944.6939,43193350975.6862,51559125350.236,54930501310.2956,44940613353.1038,44964868323.7558,50297028370.6668,55076322634.344,55025172016.004,25280064167.7333,30633941629.3633,24929307447.3237,45626467279.891
Madagascar,MDG,"Population, total",SP.POP.TOTL,22183340,22822300,23462438,24109290,24764348,25426702,26099952,26788375,27494926,28219554,28953556,29691083,30437261,31195932
Madagascar,MDG,GDP (current US$),NY.GDP.MKTP.CD,9982711338.07029,11551819617.874,11578975061.9479,12423555455.3853,12522957399.2281,11323020701.3017,11848613858.442,13176313593.5509,13760033282.2925,14104664678.5063,13051441204.053,14354731964.3258,15342178598.2475,16036707975.7567
Malawi,MWI,"Population, total",SP.POP.TOTL,14826463,15265022,15709577,16161816,16621538,17085587,17557739,18039715,18528081,19025752,19533888,20047258,20568728,21104482
Malawi,MWI,GDP (current US$),NY.GDP.MKTP.CD,10128323010.6049,11648142958.3651,8773203178.16512,8031571927.62055,8801326169.14547,9219474379.31534,7909868618.46366,8943543793.5839,9879220354.29186,11051852712.6142,11769313597.8545,12378119199.0839,12429059928.102,13363669672.9405
Malaysia,MYS,"Population, total",SP.POP.TOTL,28655776,29162039,29662831,30174265,30696137,31232798,31789685,32355644,32910967,33440596,33889558,34282399,34695493,35126298
Malaysia,MYS,GDP (current US$),NY.GDP.MKTP.CD,255017638455.59,297951668674.835,314443047642.111,323276235524.415,338066095097.254,301355266964.947,301256033870.334,319109094160.343,358788845712.53,365177721021.516,337456163961.211,373784553029.978,407830525989.553,399949418752.657
Maldives,MDV,"Population, total",SP.POP.TOTL,360792,373674,386818,400070,413617,428154,443308,458287,473099,487731,502118,516154,524106,525994
Maldives,MDV,GDP (current US$),NY.GDP.MKTP.CD,2588176054.6875,2774350240.04918,2886163997.20531,3295009237.50107,3697353039.20043,4129505319.12921,4409942623.85538,4816426256.52914,5404344162.69888,5726094799.37709,3712604583.36665,5252457369.55218,6177123352.26211,6621008703.95743
Mali,MLI,"Population, total",SP.POP.TOTL,15945198,16469049,16957033,17459615,18020267,18593022,19191289,19813011,20442030,21068405,21713836,22388630,23072640,23769127
Mali,MLI,GDP (current US$),NY.GDP.MKTP.CD,12710739159.5014,15452791788.9356,14795114602.6122,15747192680.9971,17081681993.2577,15583181170.4105,16743796799.8329,18308362040.0521,20368015381.2413,20477421884.5414,20698560938.7775,22999245262.6719,22539987718.7642,24777941860.767
Malta,MLT,"Population, total",SP.POP.TOTL,414508,416268,420028,424810,433481,444220,454505,467106,483903,503912,515490,518150,531113,552747
Malta,MLT,GDP (current US$),NY.GDP.MKTP.CD,9097044301.48168,9789363086.07492,9609530618.89688,10796780874.0524,11888029751.5962,11340789705.8045,12025777078.0922,14161374599.3379,16153785816.8181,16337788880.578,16404655807.6687,19730119030.6198,18938869147.0818,22625329775.6867
Marshall Islands,MHL,"Population, total",SP.POP.TOTL,52044,51907,51419,50681,49796,48800,47709,46529,45285,44007,42706,41367,40077,38827
