Country Name,Country Code,Series Name,Series Code,2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Marshall Islands,MHL,GDP (current US$),NY.GDP.MKTP.CD,161100000,172300000,180700000,186400000,186000000,183700000,201800000,213700000,220000000,232900000,241800000,261245500,258723500,264000000
Mauritania,MRT,"Population, total",SP.POP.TOTL,3390965,3502811,3619034,3734318,3848514,3965959,4086657,4210600,4337685,4467708,4600131,4734874,4875637,5022441
Mauritania,MRT,GDP (current US$),NY.GDP.MKTP.CD,5628878797.98257,6764627745.9033,6728208836.22143,7230646063.35983,6615483550.17817,6182303676.55144,6407900701.25829,6812472965.33868,7475471309.52265,7894764885.82312,8260567356.81635,9221044666.76483,9562497460.55394,10687541640.1299
Mauritius,MUS,"Population, total",SP.POP.TOTL,1250400,1252404,1255882,1258927,1261208,1262879,1263747,1264887,1265577,1265985,1266014,1266334,1262523,1248647
Mauritius,MUS,GDP (current US$),NY.GDP.MKTP.CD,10144716154.9356,11677718382.4259,11832323837.1071,12434596541.2996,13230490081.5656,12162211503.0793,12757680846.5663,13896938315.2799,14957535715.9696,14645235204.6176,11566111137.5568,11622048696.8129,12936444123.3037,14072212290.4596
Mexico,MEX,"Population, total",SP.POP.TOTL,113623895,115243504,116818208,118343573,119784261,121072306,122251351,123400057,124573711,125762982,126799054,127648148,128613117,129739759
Mexico,MEX,GDP (current US$),NY.GDP.MKTP.CD,1105424238651.95,1229013703416.76,1255110424741.85,1327436290439.27,1364507717689.36,1213294467653.78,1112233497452.7,1190721475853.16,1256300182983.65,1304106204006.27,1121064767168.8,1316569466833.94,1466934724243.38,1794410347718.25
"Micronesia, Fed. Sts.",FSM,"Population, total",SP.POP.TOTL,107540,107698,107890,108121,108396,108716,109075,109481,109909,110282,110916,111624,112114,112630
"Micronesia, Fed. Sts.",FSM,GDP (current US$),NY.GDP.MKTP.CD,292000000,308000000,324000000,314000000,316000000,312000000,327000000,361000000,394000000,395000000,372902700,391601900,415232900,442975600
Moldova,MDA,"Population, total",SP.POP.TOTL,2862354,2860699,2860324,2859558,2857815,2835978,2803186,2755189,2707203,2664224,2635130,2595809,2528654,2457783
Moldova,MDA,GDP (current US$),NY.GDP.MKTP.CD,6974982369.60155,8414352020.49442,8709138634.82921,9496717875.51932,9402090137.7423,7797667196.73087,7980917075.7748,9514404016.20949,11252353420.8798,11736797054.6965,11530746234.4492,13691869264.0794,14525337523.7271,16711906746.2133
Monaco,MCO,"Population, total",SP.POP.TOTL,33163,33946,34711,35447,36128,36757,37276,37678,38154,38109,38050,38527,38931,38956
Monaco,MCO,GDP (current US$),NY.GDP.MKTP.CD,5367561640.00001,6088690667.31519,5742748405.54688,6555590641.56865,7070015473.96076,6264753585.625,6471287668.59924,6430258224.58825,7184336760.39215,7383494129.41175,6730733230.81714,8623241326.74405,8800432773.73544,10003897341.1766
Mongolia,MNG,"Population, total",SP.POP.TOTL,2738622,2786317,2839705,2899011,2963113,3026864,3088856,3148917,3208189,3267673,3327204,3383741,3433748,3481145
Mongolia,MNG,GDP (current US$),NY.GDP.MKTP.CD,7189481998.90094,10409797377.8571,12292770631.565,12582122604.2577,12226514668.0622,11619892590.6941,11181350649.3573,11480847740.736,13178094720.4986,14206359017.5143,13312981429.0891,15286441737.6686,17146471713.748,20325121393.9074
Montenegro,MNE,"Population, total",SP.POP.TOTL,619428,620345,621418,622587,623744,624651,625353,625982,626438,626753,626590,625053,623591,623529
Montenegro,MNE,GDP (current US$),NY.GDP.MKTP.CD,4136936243.54334,4507127584.90565,4071828832.31109,4422097042.14762,4579635403.65249,4010884106.80136,4357467226.269,4803964684.21648,5433469310.85184,5483622632.13097,4734192593.29169,5822908963.58053,6259721790.0652,7643318276.40347
Morocco,MAR,"Population, total",SP.POP.TOTL,32467016,32912588,33355241,33787571,34204780,34607588,35023457,35446392,35839760,36210898,36584208,36954442,37329064,37712505
Morocco,MAR,GDP (current US$),NY.GDP.MKTP.CD,100865329473.44,110080631332.375,106937392311.129,115739287305.08,119130841411.664,110413823841.592,111572947004.917,118540573367.844,127341147581.818,128920266409.458,121353645057.144,142022058447.231,131245312804.483,146036093666.762
Mozambique,MOZ,"Population, total",SP.POP.TOTL,22999235,23649039,24337846,25051611,25788475,26547572,27337105,28166393,29018644,29884380,30783688,31707800,32656246,33635160
Mozambique,MOZ,GDP (current US$),NY.GDP.MKTP.CD,11411894723.864,14619279988.716,16688114144.0745,17198073057.1981,17978246586.0662,16208985769.615,12069051237.1711,13264640645.7768,15017358952.8452,15512759046.672,14235420174.1884,16168055475.4449,18884232598.8698,20927498317.3094
Myanmar,MMR,"Population, total",SP.POP.TOTL,49024382,49419820,49837446,50262658,50681634,51089056,51495696,51894938,52272247,52640713,53016522,53387102,53756787,54133798
Myanmar,MMR,GDP (current US$),NY.GDP.MKTP.CD,49540813342.4834,59977326085.9908,59937796648.2158,60269732854.827,65531374199.6663,59607290407.6191,63298361996.2153,66053040483.0016,67860515989.517,75065106227.6892,79006113643.1906,66345291160.1683,62253049891.6449,66757619000
Namibia,NAM,"Population, total",SP.POP.TOTL,2109811,2146325,2194654,2252508,2312139,2374300,2439213,2506853,2577327,2650494,2728762,2810548,2889662,2963095
Namibia,NAM,GDP (current US$),NY.GDP.MKTP.CD,11431412421.1316,12523359440.5499,13042053591.6857,12043307277.1235,12435430969.6301,11335161083.5061,10722018732.0936,12895153370.9132,13682019076.4022,12541928303.48,10583748541.5258,12402486183.6396,12569449123.3661,12522012873.7957
Naoero,NRU,"Population, total",SP.POP.TOTL,10043,10098,10267,10517,10742,10954,11150,11324,11477,11587,11643,11709,11801,11875
Naoero,NRU,GDP (current US$),NY.GDP.MKTP.CD,47562844.6104251,65071879.7787162,101055722.95058,94385014.9425842,99149244.4001333,84863440.5801997,97541943.0355053,109355638.866955,130995566.30391,125160115.547819,124685688.161094,149268323.992868,180671357.349805,161531316.884061
Nepal,NPL,"Population, total",SP.POP.TOTL,27341952,27464494,27534915,27589996,27672370,27823629,27955462,28011258,28079689,28414064,28966574,29475010,29715436,29694614
Nepal,NPL,GDP (current US$),NY.GDP.MKTP.CD,16002656434.4746,21573872420.7008,21703100877.1309,22162204924.5726,22731612922.1906,24360801286.7638,24524109483.5293,28971588940.364,33111525237.149,34186180699.0255,33433659301.2466,36924841394.2605,41182939519.8161,41049329851.0546
Netherlands,NLD,"Population, total",SP.POP.TOTL,16615394,16693074,16754962,16804432,16865008,16939923,17030314,17131296,17231624,17344874,17441500,17533044,17700982,17877117
Netherlands,NLD,GDP (current US$),NY.GDP.MKTP.CD,852464982433.335,913140741332.687,845689017065.625,883951539006.669,901556501756.467,775743675302.734,797163949289.885,848233537845.884,929733599796.862,928903005576.469,932560861701.17,1054472123449.6,1046540797548.64,1135475867551
New Caledonia,NCL,"Population, total",SP.POP.TOTL,261582,266543,271633,276822,281224,283168,283423,283546,283541,283606,284176,285214,287123,289870
New Caledonia,NCL,GDP (current US$),NY.GDP.MKTP.CD,9364350076.91225,10351448004.7674,9659151917.40484,10151382933.1594,10635035594.7528,8738203074.3957,8724568954.89799,9174048681.98577,9896402283.68587,9475655324.59495,9454629467.91408,10071349663.8484,9623318718.31459,9769167530.35744
New Zealand,NZL,"Population, total",SP.POP.TOTL,4350700,4384000,4408100,4442100,4516500,4609400,4714100,4813600,4900600,4970300,5072400,5084600,5081700,5200000
New Zealand,NZL,GDP (current US$),NY.GDP.MKTP.CD,146887902524.052,168458838711.118,176508049114.249,190943478289.796,201435445068.164,178147457242.978,188980351890.848,206561943051.354,211726161989.495,213088034258.42,213318129988.602,253732493987.834,249723029451.237,256372177757.764
Nicaragua,NIC,"Population, total",SP.POP.TOTL,5737450,5819051,5901287,5983845,6066492,6149417,6232666,6316231,6400080,6483657,6565267,6644741,6730654,6823613
Nicaragua,NIC,GDP (current US$),NY.GDP.MKTP.CD,8758602232.98358,9774329332.71276,10532017231.8253,10982988249.2103,11880438824.4494,12756696261.0676,13286093388.4752,13785893007.4769,13025221974.232,12699023614.245,12726422432.4868,14209019392.3025,15634573555.9049,17805842220.7571
Niger,NER,"Population, total",SP.POP.TOTL,16548835,17176283,17836769,18519898,19215909,19939498,20685753,21435446,22188069,22947757,23717613,24502140,25311973,26159867
Niger,NER,GDP (current US$),NY.GDP.MKTP.CD,7851192502.30917,8772950777.79176,9426912647.59111,10224897437.8648,10862943543.5419,9683867926.44282,10341025540.2322,11359273443.3897,12800907985.9863,12420836506.7888,13648332189.7307,14936154253.3242,15531799640.9005,16949765463.9058
Nigeria,NGA,"Population, total",SP.POP.TOTL,166642886,171379598,176200625,181049443,185896915,190671878,195443700,200254579,204938755,209485641,213996181,218529286,223150896,227882945
Nigeria,NGA,GDP (current US$),NY.GDP.MKTP.CD,366990417129.04,414466676831.16,463971018239.281,520117180313.906,574183763411.508,493026682800.63,404649125252.16,375745731053.427,421739251509.08,668219992686.575,598586817817.392,609147716965.348,646950257575.455,487387801877.803
North Macedonia,MKD,"Population, total",SP.POP.TOTL,1946298,1937398,1929821,1922716,1917557,1912430,1906313,1898657,1889051,1876262,1856124,1837114,1831712,1827816
North Macedonia,MKD,GDP (current US$),NY.GDP.MKTP.CD,9407170321.37752,10494626767.6445,9745261300.57788,10817702346.0674,11362265252.778,10064519962.5655,10672467073.2873,11307067069.6658,12683068114.2388,12606338448.547,12361036913.8409,14000283827.0154,13932436550.0883,15855131188.9092
Northern Mariana Islands,MNP,"Population, total",SP.POP.TOTL,54091,53608,53234,52758,52178,51514,50773,49959,49077,48129,47528,46979,46078,45143
Northern Mariana Islands,MNP,GDP (current US$),NY.GDP.MKTP.CD,799000000,729000000,746000000,772000000,832000000,910000000,1230000000,1560000000,1301000000,1179000000,866000000,914000000,1096000000,..
Norway,NOR,"Population, total",SP.POP.TOTL,4889252,4953088,5018573,5079623,5137232,5188607,5234519,5276968,5311916,5347896,5379475,5408320,5457127,5519601
Norway,NOR,GDP (current US$),NY.GDP.MKTP.CD,440132138425.479,512868581627.712,525082939406.962,540132255319.149,515829568897.117,400669174330.888,383284047619.048,415673181543.421,454588871810.636,424244886363.636,382252517921.94,521592200232.829,617321834098.986,502197633322.816
Oman,OMN,"Population, total",SP.POP.TOTL,2757446,3076763,3547106,3833913,4002439,4184895,4390877,4537396,4597877,4591241,4522497,4500424,4730226,5049269
Oman,OMN,GDP (current US$),NY.GDP.MKTP.CD,64993498049.4148,77497529258.7776,87408842652.7958,89936020806.2419,92699089726.9181,78710793237.9714,75128738621.5865,80856697009.1027,91505851755.5267,88060858257.4772,75909492847.8544,87323797139.1417,109852795838.752,106174707932.38
Pakistan,PAK,"Population, total",SP.POP.TOTL,199239047,203746065,207667125,211073978,214264647,217290883,220138869,223273967,226928892,230800899,235001746,239477801,243700667,247504495
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,196709621849.586,230586581059.665,250106966104.704,258657231672.412,271390474857.632,299963590534.773,313630000130.435,339205534861.1,356128166704.921,320909472770.669,300425609817.981,348516647445.148,374890295666.694,336686348609.266
Palau,PLW,"Population, total",SP.POP.TOTL,18396,18078,17765,17648,17715,17770,17797,17812,17814,17798,17792,17783,17759,17727
Palau,PLW,GDP (current US$),NY.GDP.MKTP.CD,184292328.125,195163578.125,214928296.875,226257828.125,245436546.875,283224750,303326125,289983656.25,288228343.75,281954000,258985859.375,235935734.375,247470812.5,276157406.25
Panama,PAN,"Population, total",SP.POP.TOTL,3628535,3693505,3759256,3825329,3892101,3960035,4029086,4098707,4167860,4234700,4293261,4345405,4400773,4458759
Panama,PAN,GDP (current US$),NY.GDP.MKTP.CD,30231009500,35687738300,41595439700,46949496500,51427104900,55767806100,59760858700,64327688800,67316471200,69778991200,57059846500,67396392500,76479304500,83812155200
Papua New Guinea,PNG,"Population, total",SP.POP.TOTL,7633523,7859346,8081390,8302698,8523441,8743246,8961718,9178714,9394513,9609010,9815746,10012896,10203169,10389635
Papua New Guinea,PNG,GDP (current US$),NY.GDP.MKTP.CD,14250786674.7766,17985138065.8549,21295168665.7247,21261338064.8783,23210823987.308,21723437010.0982,20758876952.6232,22742699138.356,24109780708.0268,24750626029.8777,23848447849.6081,26113409477.7318,31653230962.4549,30816328065.6492
Paraguay,PRY,"Population, total",SP.POP.TOTL,5737971,5814626,5897008,5982445,6069811,6159103,6249126,6338660,6427382,6515058,6603739,6684182,6760464,6844146
Paraguay,PRY,GDP (current US$),NY.GDP.MKTP.CD,27260886405.2263,33756238766.5,33271921136.315,38501122141.4241,40377929295.6419,36211447840.0971,36089700222.9461,38997129473.5558,40225448340.6322,37925338329.1494,35432178068.1814,39937357255.8716,41841201626.7253,43140465595.6662
Peru,PER,"Population, total",SP.POP.TOTL,29086019,29304086,29550366,29817919,30115826,30457600,30866494,31324637,31897584,32449303,32838579,33155882,33475438,33845617
Peru,PER,GDP (current US$),NY.GDP.MKTP.CD,147527631520.729,171761737046.585,192650021648.583,201175543571.392,200786250582.943,189802976285.619,191898104390.379,211007984080.911,222597009739.235,228346006003.648,201409694755.934,226406075008.878,246169867862.821,268025009709.319
Philippines,PHL,"Population, total",SP.POP.TOTL,96337125,98248614,100175512,102076336,103767130,105312992,106735719,108119693,109465287,110804683,112081264,113100950,113964338,114891199
Philippines,PHL,GDP (current US$),NY.GDP.MKTP.CD,208368893151.144,234216730291.32,261920540962.63,283902828588.718,297483555338.044,306445871242.322,318627003016.731,328480736802.76,346841896587.313,376823402239.136,361751145451.597,394087359848.11,404353369604.631,437055627245.138
Poland,POL,"Population, total",SP.POP.TOTL,38042794,38063255,38063164,38040196,38011735,37986412,37970087,37974826,37974750,37965475,37515748,36981559,36821749,36687353
Poland,POL,GDP (current US$),NY.GDP.MKTP.CD,478111630683.514,527848543023.469,498148649702.66,518179836405.36,542134167178.627,480054118583.367,473259623976.262,528356723263.073,594616632477.019,602683770144.88,605914237903.742,689170230665.35,695607470875.276,812451193396.143
Portugal,PRT,"Population, total",SP.POP.TOTL,10573100,10557560,10514844,10457295,10401062,10358076,10325452,10300300,10283822,10286263,10297081,10361831,10434332,10578174
Portugal,PRT,GDP (current US$),NY.GDP.MKTP.CD,238443864993.217,245426767676.002,216536676771.973,226677408291.745,230078616299.675,199038523119.639,206305431241.638,220862990767.229,242092894542.888,240115970063.019,229618773422.577,256055879091.139,256898677175.024,292323800948.839
Puerto Rico (US),PRI,"Population, total",SP.POP.TOTL,3724465,3693464,3661045,3631427,3585017,3535167,3480432,3410837,3290690,3302691,3281591,3262731,3220148,3203794
Puerto Rico (US),PRI,GDP (current US$),NY.GDP.MKTP.CD,98381300000,100351700000,101564800000,102450000000,102445800000,103375500000,104336700000,103445500000,100958100000,105126400000,103130900000,106426600000,113843700000,118478754280.882
Qatar,QAT,"Population, total",SP.POP.TOTL,1616832,1624761,1722438,1916426,2151745,2344557,2477113,2545820,2580734,2638657,2794148,2504910,2657333,2656032
Qatar,QAT,GDP (current US$),NY.GDP.MKTP.CD,125122252747.253,167775274725.275,186833502362.637,198727642967.033,206224598571.429,161739955576.923,151732181868.132,161099122225.275,183334953818.681,176371267692.308,144411363351.648,179732009560.44,235709325714.286,213002809340.659
Romania,ROU,"Population, total",SP.POP.TOTL,20246871,20147528,20058035,19983693,19908979,19815616,19702267,19588715,19473970,19371648,19265250,19122059,19048502,19061062
Romania,ROU,GDP (current US$),NY.GDP.MKTP.CD,170064350671.827,192623977894.173,179117323107.087,189798603751.235,199722319675.741,177885131240.315,185290759248.844,210147385855.419,241791427223.903,250080428511.595,250624575871.819,285072444957.216,295317862855.924,347757995758.914
Russian Federation,RUS,"Population, total",SP.POP.TOTL,142849468,143018195,143378447,143805638,144237223,144640716,145015460,145293260,145398106,145453291,145245148,144746762,144236933,143826130
Russian Federation,RUS,GDP (current US$),NY.GDP.MKTP.CD,1524916715223.95,2045922753398.04,2208293553878.42,2292470078346.22,2059241589895.01,1363482182197.71,1276786350881.14,1574199360089,1657328773461.31,1693115002708.32,1493075894362.14,1829186719575.1,2292495097681.47,2046284838151.09
Rwanda,RWA,"Population, total",SP.POP.TOTL,10317553,10573733,10829901,11093340,11364757,11640022,11919183,12202060,12487996,12776103,13065837,13355260,13651030,13954471
Rwanda,RWA,GDP (current US$),NY.GDP.MKTP.CD,6052276077.6354,6802676033.65947,7556673275.95438,7714276919.73722,8129984483.78727,8447064078.84373,8596812240.52305,9164345443.2575,9650161136.17648,10519272170.3346,10487146253.4025,11252894909.5043,13747404814.2677,14806501437.282
Samoa,WSM,"Population, total",SP.POP.TOTL,193023,194713,196498,198268,200037,201782,203499,205415,207582,209780,211944,213779,215261,216663
Samoa,WSM,GDP (current US$),NY.GDP.MKTP.CD,680260907.153983,744097050.169115,773141661.165548,797736334.281305,796683519.593842,824150498.653536,843924796.697421,884844384.463214,878448433.404342,912950466.064906,868884902.953089,859724936.05765,889554711.842341,1044909500.02527
San Marino,SMR,"Population, total",SP.POP.TOTL,33270,32620,33469,33041,32655,32897,33101,33825,34522,34663,34770,34252,33755,33860
San Marino,SMR,GDP (current US$),NY.GDP.MKTP.CD,1881191950,1813717694.55253,1604701051.17188,1678741201.56863,1673910988.23529,1419400395.73301,1468342400.08249,1528621192.886,1655354328.79184,1616231696.04862,1544713784.67674,1855395712.2147,1831701022.87082,2027243193.5116
Sao Tome and Principe,STP,"Population, total",SP.POP.TOTL,181802,185649,189439,193148,196767,200291,203689,206970,210187,213392,217435,221961,226305,230871
Sao Tome and Principe,STP,GDP (current US$),NY.GDP.MKTP.CD,190021192.489536,226455001.243083,229371348.441006,267041747.584354,293119143.246825,259999643.047388,292267272.196925,322002845.229335,383717327.830508,412976082.620705,471229484.607144,524402455.54816,540809499.189348,690456806.696406
Saudi Arabia,SAU,"Population, total",SP.POP.TOTL,23978487,25091867,26168861,27624004,28309273,29816382,30954198,30977355,30196281,30063799,31552510,30784383,32175224,33702731
Saudi Arabia,SAU,GDP (current US$),NY.GDP.MKTP.CD,528207466666.667,680660800000,751921333333.333,769755733333.333,787153066666.667,693414400000,689279466666.667,741266133333.333,886564800000,888890133333.333,767951200000,982661066666.667,1239075200000,1218584800000
Senegal,SEN,"Population, total",SP.POP.TOTL,12635413,12958897,13310495,13710849,14152102,14593331,15034521,15475002,15914498,16352922,16789219,17220867,17651103,18077573
Senegal,SEN,GDP (current US$),NY.GDP.MKTP.CD,16121315909.0758,17814283639.3119,17660870411.5235,18918667724.8817,19797253440.2679,17774766696.1759,19040312333.1864,20965069572.7168,23116701556.1381,23403995992.1354,24530513037.7518,27520784129.7508,27783332222.6759,30696331295.7826
Serbia,SRB,"Population, total",SP.POP.TOTL,7291436,7236519,7201497,7166553,7131787,7095383,7058322,7020858,6982604,6945235,6899126,6834326,6664449,6623183
Serbia,SRB,GDP (current US$),NY.GDP.MKTP.CD,43536629233.1424,51251098408.0924,45103269969.4112,50455529604.0696,49114321280.3466,41297410634.9586,42225495909.5633,45972834713.8077,52787520248.9242,53864693664.5568,55874017668.998,66159884072.5308,66809895701.2152,81343999280.0179
Seychelles,SYC,"Population, total",SP.POP.TOTL,89770,87441,88303,89949,91359,93419,94677,95843,96762,97625,98462,99258,119878,119773
Seychelles,SYC,GDP (current US$),NY.GDP.MKTP.CD,981616542.328454,1058918707.26124,1089407839.19709,1333160407.38516,1387577870.08161,1432403352.12944,1568513348.14463,1675370641.01416,1784313926.76807,1868690096.73454,1382551751.56908,1487173794.80528,1999888599.25474,2171547935.38159
Sierra Leone,SLE,"Population, total",SP.POP.TOTL,6222714,6387251,6551080,6714051,6876385,7037655,7205328,7379299,7554563,7731991,7912558,8094602,8276807,8460512
Sierra Leone,SLE,GDP (current US$),NY.GDP.MKTP.CD,4262805966.78755,4861632884.67985,6141666509.36295,7502762862.72657,7686138790.90872,6788352974.78329,6084297211.10217,5749846528.48046,6390514688.52816,6523577590.38319,6688307705.64217,7166931483.2953,7121125277.18159,6415852766.09227
Singapore,SGP,"Population, total",SP.POP.TOTL,5076732,5183688,5312437,5399162,5469724,5535002,5607283,5612253,5638676,5703569,5685807,5453566,5637022,5917648
Singapore,SGP,GDP (current US$),NY.GDP.MKTP.CD,239807980591.24,279356499090.458,295092888076.589,307576360584.992,314863580758.455,307998545269.398,320759207438.623,344795119213.571,377976367877.038,376827390962.044,351226533656.292,441110903524.645,514252535238.749,511181761243.76
Sint Maarten (Dutch part),SXM,"Population, total",SP.POP.TOTL,33794,34267,35023,35854,36672,37471,38249,38996,39712,40385,41008,41571,42139,42749
Sint Maarten (Dutch part),SXM,GDP (current US$),NY.GDP.MKTP.CD,892290502.793296,936089385.47486,985865921.787709,1022905027.93296,1361811508.37989,1417888715.0838,1427017206.70391,1353212122.90503,1259200446.92737,1407880446.92737,1236428100.55866,1353071061.45251,1592564636.87151,1686525977.65363
Slovak Republic,SVK,"Population, total",SP.POP.TOTL,5391428,5398384,5407579,5413393,5418649,5423801,5430798,5439232,5446771,5454147,5458827,5447247,5431752,5426740
Slovak Republic,SVK,GDP (current US$),NY.GDP.MKTP.CD,91112160800.7668,99705104723.4341,94724394278.052,99134277850.3418,101713075598.862,89178548717.3324,90347173228.6356,95978130734.9766,106611673364.837,105843498304.094,107732602896.441,120511265913.343,115792972358.209,133578518423.544
Slovenia,SVN,"Population, total",SP.POP.TOTL,2048583,2052843,2057159,2059953,2061980,2063531,2065042,2066388,2073894,2088385,2102419,2108079,2112076,2120461
Slovenia,SVN,GDP (current US$),NY.GDP.MKTP.CD,47793117240.9001,51199194599.3094,46167053954.3367,47867056858.8892,49514466379.6057,42709468274.8137,44290685824.0682,48153200134.6613,53689067639.9176,53909922735.545,53384760135.1581,61540813361.8556,59899117741.0022,69255264238.3855
Solomon Islands,SLB,"Population, total",SP.POP.TOTL,532968,552945,573606,594945,616908,639415,662379,685672,709101,728147,744498,762591,781066,800005
Solomon Islands,SLB,GDP (current US$),NY.GDP.MKTP.CD,898128551.289162,1063898226.71892,1185217634.37393,1285905957.64116,1335576762.84974,1307908813.59962,1379486290.71433,1469790526.3972,1615473250.25259,1619150563.92084,1536143427.82958,1558312103.84225,1466670929.62333,1506124566.40404
"Somalia, Fed. Rep.",SOM,"Population, total",SP.POP.TOTL,12261756,12348830,12461160,12869594,13339491,13806963,14348740,14916629,15452487,16030971,16651191,17271431,17801897,18358615
"Somalia, Fed. Rep.",SOM,GDP (current US$),NY.GDP.MKTP.CD,2687807003.73935,2906000096.93249,4364670159.99578,5062881600.00104,5728399719.99958,6152149099.99942,6613743069.99912,7621501710.0012,7873000000,8656000000,8628000000,9483000000,10203000000,10958000000
South Africa,ZAF,"Population, total",SP.POP.TOTL,52344051,52995205,53782567,54678791,55594838,56723537,57259551,57635162,58613001,59587885,60562381,61502603,62378410,63212384
South Africa,ZAF,GDP (current US$),NY.GDP.MKTP.CD,417363822801.713,458199494830.834,434400545085.811,400886013595.573,381198869776.106,346709790458.563,323585509674.481,381448814653.456,405260723892.517,389330032224.269,337974655408.055,419986284375.368,407596043067.885,381440724491.232
South Sudan,SSD,"Population, total",SP.POP.TOTL,9745953,10288109,10756240,11166275,11235073,11107561,10830102,10259154,10122977,10423384,10698467,10865780,11021177,11483374
South Sudan,SSD,GDP (current US$),NY.GDP.MKTP.CD,14602072410.9506,14907308932.7534,11931472169.4915,18426469016.9492,13962212847.4576,11997800760.2242,..,..,..,..,..,..,..,..
Spain,ESP,"Population, total",SP.POP.TOTL,46576897,46742697,46773055,46604197,46460733,46422303,46458139,46571232,46782011,47118501,47359424,47443821,47786102,48352528
Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,1427989078916.67,1487568659241.25,1330994811670.31,1362186923157.65,1380244561361.96,1206164777553.12,1243015667917.12,1321754088818.83,1431642809327.06,1403496387686.27,1289783836971.21,1461244901852.69,1448850658406.62,1619481980719.64
Sri Lanka,LKA,"Population, total",SP.POP.TOTL,20879089,21009048,21169458,20585000,20778000,20970000,21209000,21453000,21670000,21803000,21919000,22156000,22181000,22037000
Sri Lanka,LKA,GDP (current US$),NY.GDP.MKTP.CD,58636049581.1712,67753285882.299,70447216891.3366,76976204074.978,82531125461.843,85090300895.6546,88000210878.1236,94369350439.4732,94450015982.806,88998706177.9986,84335574372.2997,88556699052.2008,74143020303.663,84080307355.5983
St. Kitts and Nevis,KNA,"Population, total",SP.POP.TOTL,46846,46886,47033,47069,47089,47087,47075,47050,47008,46952,46870,46763,46709,46758
St. Kitts and Nevis,KNA,GDP (current US$),NY.GDP.MKTP.CD,778718518.518518,836092592.592593,824585185.185185,874548148.148148,952111111.111111,957222222.222222,1006818518.51852,1056977777.77778,1076548148.14815,1107855555.55556,883922222.222222,858622222.222222,981429629.62963,1055651851.85185
St. Lucia,LCA,"Population, total",SP.POP.TOTL,170906,171801,172587,173369,174138,174905,175646,176342,177017,177661,178250,178522,178781,179285
St. Lucia,LCA,GDP (current US$),NY.GDP.MKTP.CD,1482385185.18519,1568370370.37037,1598207407.40741,1660392592.59259,1749185185.18518,1807640740.74074,1868544444.44444,1998503703.7037,2060955555.55556,2090074074.07407,1521740740.74074,1871111111.11111,2319888888.88889,2441259259.25926
St. Martin (French part),MAF,"Population, total",SP.POP.TOTL,36856,37069,37276,37419,37450,37369,37175,36837,36012,34267,31786,29961,28870,27515
St. Martin (French part),MAF,GDP (current US$),NY.GDP.MKTP.CD,..,775875748.523832,..,..,772921958.529509,..,..,..,..,652206037.103874,..,649206262.847519,..,..
St. Vincent and the Grenadines,VCT,"Population, total",SP.POP.TOTL,109959,109349,108736,108135,107535,106960,106349,105663,104926,104167,103526,102841,102046,101323
St. Vincent and the Grenadines,VCT,GDP (current US$),NY.GDP.MKTP.CD,720447888.888889,713796370.37037,730032592.592593,764781259.259259,770900000,786555555.555555,814303703.703704,844040740.740741,884329629.62963,910481481.481481,864566666.666667,888677777.777778,989188888.888889,1072237037.03704
Sudan,SDN,"Population, total",SP.POP.TOTL,35414399,36140806,36923178,37785849,38823318,40024431,41259892,42714306,44230596,45548175,46789231,48066924,49383346,50042791
Sudan,SDN,GDP (current US$),NY.GDP.MKTP.CD,58962978034.4828,55018567210.5263,37632919966.6667,43024018082.1918,49516748617.9775,51726758676.7677,42630376000,41283617976.1905,32333780383.2924,32338079165.2893,27034593750,34229513774.9936,51666875363.0963,39898289820.7951
Suriname,SUR,"Population, total",SP.POP.TOTL,549923,556269,562633,569020,575373,581627,587757,593713,599513,605768,612317,617896,623164,628886
Suriname,SUR,GDP (current US$),NY.GDP.MKTP.CD,4368370997.92126,4422276621.78703,4980000000,5145757575.75758,5240606060.60606,5126237646.22072,3317421648.09918,3591679430.99988,3996198866.57453,4016040575.08796,2911807496.20227,3107923197.96954,3791603200.0259,3472693412.08497
Sweden,SWE,"Population, total",SP.POP.TOTL,9378126,9449213,9519374,9600379,9696110,9799186,9923085,10057698,10175214,10278887,10353442,10415811,10486941,10536632
Sweden,SWE,GDP (current US$),NY.GDP.MKTP.CD,492750897239.447,570538581144.45,549739674655.127,584125353119.18,577727767303.596,501602351911.6,513058312950.939,535172356784.769,549649344043.182,530894124494.418,544265668451.678,631693331300.776,575071237640.921,578990915246.07
Switzerland,CHE,"Population, total",SP.POP.TOTL,7824909,7912398,7996861,8089346,8188649,8282396,8373338,8451840,8514329,8575280,8638167,8704546,8777088,8888822
Switzerland,CHE,GDP (current US$),NY.GDP.MKTP.CD,609999593541.9,727231637101.778,697882536676.898,718748402259.576,741168119616.628,706199008878.656,698607778794.566,706660443624.485,740766531453.991,736384764156.877,756096180222.082,840710023481.35,858479038993.75,928435275851.707
