country,isoCode,continent,continentCode,year,halfDecade,pandemicPeriod,vehicleType,powertrain,evSales,evSalesShare,evStock,evStockShare,evElectricityDemand,evChargingPoints
Canada,CAN,North America,NA,2015,2015-2019,Pre-Pandemia,Cars,BEV,4400.0,0.0,9900.0,0.0,0.0,0.0
Canada,CAN,North America,NA,2015,2015-2019,Pre-Pandemia,Cars,EV,0.0,0.449999988079071,0.0,0.083999998867512,0.0,0.0
Canada,CAN,North America,NA,2015,2015-2019,Pre-Pandemia,Cars,FCEV,0.0,0.0,5.0,0.0,0.0,0.0
Canada,CAN,North America,NA,2015,2015-2019,Pre-Pandemia,Cars,PHEV,2400.0,0.0,7700.0,0.0,0.0,0.0
Canada,CAN,North America,NA,2015,2015-2019,Pre-Pandemia,EV,Publicly available fast,0.0,0.0,0.0,0.0,0.0,63.0
Canada,CAN,North America,NA,2015,2015-2019,Pre-Pandemia,EV,Publicly available slow,0.0,0.0,0.0,0.0,0.0,3400.0
Canada,CAN,North America,NA,2015,2015-2019,Pre-Pandemia,Trucks,BEV,9.0,0.0,28.0,0.0,0.0,0.0
Canada,CAN,North America,NA,2015,2015-2019,Pre-Pandemia,Trucks,EV,0.0,0.007499999832362,0.0,0.002099999925122,0.0,0.0
Canada,CAN,North America,NA,2015,2015-2019,Pre-Pandemia,Vans,BEV,1.0,0.0,1.0,0.0,0.0,0.0
Canada,CAN,North America,NA,2015,2015-2019,Pre-Pandemia,Vans,EV,0.0,0.002400000113994,0.0,0.000209999998333,0.0,0.0
Canada,CAN,North America,NA,2015,2015-2019,Pre-Pandemia,Vans,FCEV,9.0,0.0,9.0,0.0,0.0,0.0
Canada,CAN,North America,NA,2015,2015-2019,Pre-Pandemia,Vans,PHEV,5.0,0.0,5.0,0.0,0.0,0.0
Canada,CAN,North America,NA,2016,2015-2019,Pre-Pandemia,Buses,BEV,5.0,0.0,0.0,0.0,0.0,0.0
Canada,CAN,North America,NA,2016,2015-2019,Pre-Pandemia,Buses,EV,0.0,0.119999997317791,0.0,0.0,0.0,0.0
Canada,CAN,North America,NA,2016,2015-2019,Pre-Pandemia,Cars,BEV,5200.0,0.0,15000.0,0.0,0.0,0.0
Canada,CAN,North America,NA,2016,2015-2019,Pre-Pandemia,Cars,EV,0.0,0.759999990463257,0.0,0.129999995231628,0.0,0.0
Canada,CAN,North America,NA,2016,2015-2019,Pre-Pandemia,Cars,FCEV,0.0,0.0,5.0,0.0,0.0,0.0
Canada,CAN,North America,NA,2016,2015-2019,Pre-Pandemia,Cars,PHEV,6400.0,0.0,14000.0,0.0,0.0,0.0
Canada,CAN,North America,NA,2016,2015-2019,Pre-Pandemia,EV,Publicly available fast,0.0,0.0,0.0,0.0,0.0,140.0
Canada,CAN,North America,NA,2016,2015-2019,Pre-Pandemia,EV,Publicly available slow,0.0,0.0,0.0,0.0,0.0,3900.0
Canada,CAN,North America,NA,2016,2015-2019,Pre-Pandemia,Trucks,BEV,0.0,0.0,28.0,0.0,0.0,0.0
Canada,CAN,North America,NA,2016,2015-2019,Pre-Pandemia,Trucks,EV,0.0,0.0,0.0,0.002000000094995,0.0,0.0
Canada,CAN,North America,NA,2016,2015-2019,Pre-Pandemia,Vans,BEV,0.0,0.0,1.0,0.0,0.0,0.0
Canada,CAN,North America,NA,2016,2015-2019,Pre-Pandemia,Vans,EV,0.0,0.0,0.0,0.000199999994948,0.0,0.0
Canada,CAN,North America,NA,2016,2015-2019,Pre-Pandemia,Vans,FCEV,0.0,0.0,9.0,0.0,0.0,0.0
Canada,CAN,North America,NA,2016,2015-2019,Pre-Pandemia,Vans,PHEV,0.0,0.0,5.0,0.0,0.0,0.0
Canada,CAN,North America,NA,2017,2015-2019,Pre-Pandemia,Buses,BEV,11.0,0.0,0.0,0.0,0.0,0.0
Canada,CAN,North America,NA,2017,2015-2019,Pre-Pandemia,Buses,EV,0.0,0.25,0.0,0.0,0.0,0.0
Canada,CAN,North America,NA,2017,2015-2019,Pre-Pandemia,Cars,BEV,8700.0,0.0,25000.0,0.0,0.0,0.0
Canada,CAN,North America,NA,2017,2015-2019,Pre-Pandemia,Cars,EV,0.0,1.0,0.0,0.209999993443489,0.0,0.0
Canada,CAN,North America,NA,2017,2015-2019,Pre-Pandemia,Cars,FCEV,0.0,0.0,5.0,0.0,0.0,0.0
Canada,CAN,North America,NA,2017,2015-2019,Pre-Pandemia,Cars,PHEV,8000.0,0.0,22000.0,0.0,0.0,0.0
Canada,CAN,North America,NA,2017,2015-2019,Pre-Pandemia,EV,Publicly available fast,0.0,0.0,0.0,0.0,0.0,670.0
Canada,CAN,North America,NA,2017,2015-2019,Pre-Pandemia,EV,Publicly available slow,0.0,0.0,0.0,0.0,0.0,5200.0
Canada,CAN,North America,NA,2017,2015-2019,Pre-Pandemia,Trucks,BEV,0.0,0.0,28.0,0.0,0.0,0.0
Canada,CAN,North America,NA,2017,2015-2019,Pre-Pandemia,Trucks,EV,0.0,0.0,0.0,0.001900000032038,0.0,0.0
Canada,CAN,North America,NA,2017,2015-2019,Pre-Pandemia,Vans,BEV,0.0,0.0,1.0,0.0,0.0,0.0
Canada,CAN,North America,NA,2017,2015-2019,Pre-Pandemia,Vans,EV,0.0,0.0,0.0,0.000190000006114,0.0,0.0
Canada,CAN,North America,NA,2017,2015-2019,Pre-Pandemia,Vans,FCEV,0.0,0.0,9.0,0.0,0.0,0.0
Canada,CAN,North America,NA,2017,2015-2019,Pre-Pandemia,Vans,PHEV,0.0,0.0,5.0,0.0,0.0,0.0
Canada,CAN,North America,NA,2018,2015-2019,Pre-Pandemia,Buses,BEV,19.0,0.0,19.0,0.0,0.0,0.0
Canada,CAN,North America,NA,2018,2015-2019,Pre-Pandemia,Buses,EV,0.0,0.439999997615814,0.0,0.028999999165535,0.0,0.0
Canada,CAN,North America,NA,2018,2015-2019,Pre-Pandemia,Cars,BEV,23000.0,0.0,45000.0,0.0,0.0,0.0
Canada,CAN,North America,NA,2018,2015-2019,Pre-Pandemia,Cars,EV,0.0,2.79999995231628,0.0,0.379999995231628,0.0,0.0
Canada,CAN,North America,NA,2018,2015-2019,Pre-Pandemia,Cars,FCEV,0.0,0.0,5.0,0.0,0.0,0.0
Canada,CAN,North America,NA,2018,2015-2019,Pre-Pandemia,Cars,PHEV,21000.0,0.0,42000.0,0.0,0.0,0.0
Canada,CAN,North America,NA,2018,2015-2019,Pre-Pandemia,EV,Publicly available fast,0.0,0.0,0.0,0.0,0.0,840.0
Canada,CAN,North America,NA,2018,2015-2019,Pre-Pandemia,EV,Publicly available slow,0.0,0.0,0.0,0.0,0.0,7100.0
Canada,CAN,North America,NA,2018,2015-2019,Pre-Pandemia,Trucks,BEV,7.0,0.0,35.0,0.0,0.0,0.0
Canada,CAN,North America,NA,2018,2015-2019,Pre-Pandemia,Trucks,EV,0.0,0.005599999800324,0.0,0.002300000051036,0.0,0.0
Canada,CAN,North America,NA,2018,2015-2019,Pre-Pandemia,Vans,BEV,0.0,0.0,1.0,0.0,0.0,0.0
Canada,CAN,North America,NA,2018,2015-2019,Pre-Pandemia,Vans,EV,0.0,0.0,0.0,0.000180000002729,0.0,0.0
Canada,CAN,North America,NA,2018,2015-2019,Pre-Pandemia,Vans,FCEV,0.0,0.0,9.0,0.0,0.0,0.0
Canada,CAN,North America,NA,2018,2015-2019,Pre-Pandemia,Vans,PHEV,0.0,0.0,5.0,0.0,0.0,0.0
Canada,CAN,North America,NA,2019,2015-2019,Pre-Pandemia,Buses,BEV,49.0,0.0,68.0,0.0,0.0,0.0
Canada,CAN,North America,NA,2019,2015-2019,Pre-Pandemia,Buses,EV,0.0,1.20000004768372,0.0,0.100000001490116,0.0,0.0
Canada,CAN,North America,NA,2019,2015-2019,Pre-Pandemia,Cars,BEV,32000.0,0.0,76000.0,0.0,0.0,0.0
Canada,CAN,North America,NA,2019,2015-2019,Pre-Pandemia,Cars,EV,0.0,3.40000009536743,0.0,0.589999973773956,0.0,0.0
Canada,CAN,North America,NA,2019,2015-2019,Pre-Pandemia,Cars,FCEV,79.0,0.0,96.0,0.0,0.0,0.0
Canada,CAN,North America,NA,2019,2015-2019,Pre-Pandemia,Cars,PHEV,19000.0,0.0,60000.0,0.0,0.0,0.0
Canada,CAN,North America,NA,2019,2015-2019,Pre-Pandemia,EV,Publicly available fast,0.0,0.0,0.0,0.0,0.0,980.0
Canada,CAN,North America,NA,2019,2015-2019,Pre-Pandemia,EV,Publicly available slow,0.0,0.0,0.0,0.0,0.0,8000.0
Canada,CAN,North America,NA,2019,2015-2019,Pre-Pandemia,Trucks,BEV,0.0,0.0,35.0,0.0,0.0,0.0
Canada,CAN,North America,NA,2019,2015-2019,Pre-Pandemia,Trucks,EV,0.0,0.0,0.0,0.002099999925122,0.0,0.0
Canada,CAN,North America,NA,2019,2015-2019,Pre-Pandemia,Vans,BEV,0.0,0.0,1.0,0.0,0.0,0.0
Canada,CAN,North America,NA,2019,2015-2019,Pre-Pandemia,Vans,EV,0.0,0.0,0.0,0.000169999999343,0.0,0.0
Canada,CAN,North America,NA,2019,2015-2019,Pre-Pandemia,Vans,FCEV,0.0,0.0,9.0,0.0,0.0,0.0
Canada,CAN,North America,NA,2019,2015-2019,Pre-Pandemia,Vans,PHEV,0.0,0.0,5.0,0.0,0.0,0.0
Canada,CAN,North America,NA,2020,2020-2023,Pandemia,Buses,BEV,63.0,0.0,270.0,0.0,0.0,0.0
Canada,CAN,North America,NA,2020,2020-2023,Pandemia,Buses,EV,0.0,2.29999995231628,0.0,0.370000004768372,0.0,0.0
Canada,CAN,North America,NA,2020,2020-2023,Pandemia,Cars,BEV,37000.0,0.0,130000.0,0.0,0.0,0.0
Canada,CAN,North America,NA,2020,2020-2023,Pandemia,Cars,EV,0.0,4.19999980926514,0.0,0.829999983310699,0.0,0.0
Canada,CAN,North America,NA,2020,2020-2023,Pandemia,Cars,FCEV,16.0,0.0,130.0,0.0,0.0,0.0
Canada,CAN,North America,NA,2020,2020-2023,Pandemia,Cars,PHEV,14000.0,0.0,82000.0,0.0,0.0,0.0
Canada,CAN,North America,NA,2020,2020-2023,Pandemia,EV,Publicly available fast,0.0,0.0,0.0,0.0,0.0,2300.0
Canada,CAN,North America,NA,2020,2020-2023,Pandemia,EV,Publicly available slow,0.0,0.0,0.0,0.0,0.0,11000.0
Canada,CAN,North America,NA,2020,2020-2023,Pandemia,Trucks,BEV,0.0,0.0,4.80000019073486,0.0,0.0,0.0
Canada,CAN,North America,NA,2020,2020-2023,Pandemia,Trucks,EV,0.0,0.0,0.0,0.000199999994948,0.0,0.0
Canada,CAN,North America,NA,2020,2020-2023,Pandemia,Trucks,FCEV,7.0,0.0,0.0,0.0,0.0,0.0
Canada,CAN,North America,NA,2020,2020-2023,Pandemia,Vans,BEV,1600.0,0.0,0.0,0.0,0.0,0.0
Canada,CAN,North America,NA,2020,2020-2023,Pandemia,Vans,EV,0.0,1.39999997615814,0.0,0.0,0.0,0.0
Canada,CAN,North America,NA,2020,2020-2023,Pandemia,Vans,FCEV,0.0,0.0,16.0,0.0,0.0,0.0
Canada,CAN,North America,NA,2020,2020-2023,Pandemia,Vans,PHEV,1400.0,0.0,0.0,0.0,0.0,0.0
Canada,CAN,North America,NA,2021,2020-2023,Pandemia,Buses,BEV,250.0,0.0,430.0,0.0,0.0,0.0
Canada,CAN,North America,NA,2021,2020-2023,Pandemia,Buses,EV,0.0,6.0,0.0,0.600000023841858,0.0,0.0
Canada,CAN,North America,NA,2021,2020-2023,Pandemia,Cars,BEV,59000.0,0.0,190000.0,0.0,0.0,0.0
Canada,CAN,North America,NA,2021,2020-2023,Pandemia,Cars,EV,0.0,6.40000009536743,0.0,1.20000004768372,0.0,0.0
Canada,CAN,North America,NA,2021,2020-2023,Pandemia,Cars,FCEV,130.0,0.0,250.0,0.0,0.0,0.0
Canada,CAN,North America,NA,2021,2020-2023,Pandemia,Cars,PHEV,28000.0,0.0,110000.0,0.0,0.0,0.0
Canada,CAN,North America,NA,2021,2020-2023,Pandemia,EV,Publicly available fast,0.0,0.0,0.0,0.0,0.0,3100.0
Canada,CAN,North America,NA,2021,2020-2023,Pandemia,EV,Publicly available slow,0.0,0.0,0.0,0.0,0.0,12000.0
Canada,CAN,North America,NA,2021,2020-2023,Pandemia,Trucks,BEV,20.0,0.0,22.0,0.0,0.0,0.0
Canada,CAN,North America,NA,2021,2020-2023,Pandemia,Trucks,EV,0.0,0.020999999716878,0.0,0.000839999993332,0.0,0.0
Canada,CAN,North America,NA,2021,2020-2023,Pandemia,Trucks,FCEV,28.0,0.0,0.0,0.0,0.0,0.0
Canada,CAN,North America,NA,2021,2020-2023,Pandemia,Vans,BEV,2600.0,0.0,0.0,0.0,0.0,0.0
Canada,CAN,North America,NA,2021,2020-2023,Pandemia,Vans,EV,0.0,1.79999995231628,0.0,0.0,0.0,0.0
Canada,CAN,North America,NA,2021,2020-2023,Pandemia,Vans,FCEV,0.0,0.0,44.0,0.0,0.0,0.0
Canada,CAN,North America,NA,2021,2020-2023,Pandemia,Vans,PHEV,2600.0,0.0,0.0,0.0,0.0,0.0
Canada,CAN,North America,NA,2022,2020-2023,Post-Pandemia,Buses,BEV,190.0,0.0,690.0,0.0,0.0,0.0
Canada,CAN,North America,NA,2022,2020-2023,Post-Pandemia,Buses,EV,0.0,6.09999990463257,0.0,0.97000002861023,0.0,0.0
Canada,CAN,North America,NA,2022,2020-2023,Post-Pandemia,Cars,BEV,91000.0,0.0,280000.0,0.0,0.0,0.0
Canada,CAN,North America,NA,2022,2020-2023,Post-Pandemia,Cars,EV,0.0,9.5,0.0,1.70000004768372,0.0,0.0
Canada,CAN,North America,NA,2022,2020-2023,Post-Pandemia,Cars,FCEV,19.0,0.0,300.0,0.0,0.0,0.0
Canada,CAN,North America,NA,2022,2020-2023,Post-Pandemia,Cars,PHEV,24000.0,0.0,130000.0,0.0,0.0,0.0
Canada,CAN,North America,NA,2022,2020-2023,Post-Pandemia,EV,Publicly available fast,0.0,0.0,0.0,0.0,0.0,3900.0
Canada,CAN,North America,NA,2022,2020-2023,Post-Pandemia,EV,Publicly available slow,0.0,0.0,0.0,0.0,0.0,17000.0
Canada,CAN,North America,NA,2022,2020-2023,Post-Pandemia,Trucks,BEV,830.0,0.0,780.0,0.0,0.0,0.0
Canada,CAN,North America,NA,2022,2020-2023,Post-Pandemia,Trucks,EV,0.0,0.600000023841858,0.0,0.032000001519919,0.0,0.0
Canada,CAN,North America,NA,2022,2020-2023,Post-Pandemia,Trucks,FCEV,18.0,0.0,0.0,0.0,0.0,0.0
Canada,CAN,North America,NA,2022,2020-2023,Post-Pandemia,Vans,BEV,7000.0,0.0,0.0,0.0,0.0,0.0
Canada,CAN,North America,NA,2022,2020-2023,Post-Pandemia,Vans,EV,0.0,5.09999990463257,0.0,0.0,0.0,0.0
Canada,CAN,North America,NA,2022,2020-2023,Post-Pandemia,Vans,FCEV,0.0,0.0,44.0,0.0,0.0,0.0
Canada,CAN,North America,NA,2022,2020-2023,Post-Pandemia,Vans,PHEV,3100.0,0.0,0.0,0.0,0.0,0.0
Canada,CAN,North America,NA,2023,2020-2023,Post-Pandemia,Buses,BEV,790.0,0.0,1600.0,0.0,0.0,0.0
Canada,CAN,North America,NA,2023,2020-2023,Post-Pandemia,Buses,EV,0.0,23.0,0.0,2.40000009536743,0.0,0.0
Canada,CAN,North America,NA,2023,2020-2023,Post-Pandemia,Cars,BEV,130000.0,0.0,380000.0,0.0,0.0,0.0
Canada,CAN,North America,NA,2023,2020-2023,Post-Pandemia,Cars,EV,0.0,13.0,0.0,2.29999995231628,0.0,0.0
Canada,CAN,North America,NA,2023,2020-2023,Post-Pandemia,Cars,FCEV,13.0,0.0,320.0,0.0,0.0,0.0
Canada,CAN,North America,NA,2023,2020-2023,Post-Pandemia,Cars,PHEV,41000.0,0.0,170000.0,0.0,0.0,0.0
Canada,CAN,North America,NA,2023,2020-2023,Post-Pandemia,EV,Publicly available fast,0.0,0.0,0.0,0.0,0.0,4800.0
Canada,CAN,North America,NA,2023,2020-2023,Post-Pandemia,EV,Publicly available slow,0.0,0.0,0.0,0.0,0.0,22000.0
Canada,CAN,North America,NA,2023,2020-2023,Post-Pandemia,Trucks,BEV,2000.0,0.0,2400.0,0.0,0.0,0.0
Canada,CAN,North America,NA,2023,2020-2023,Post-Pandemia,Trucks,EV,0.0,1.29999995231628,0.0,0.100000001490116,0.0,0.0
Canada,CAN,North America,NA,2023,2020-2023,Post-Pandemia,Trucks,FCEV,18.0,0.0,8.0,0.0,0.0,0.0
Canada,CAN,North America,NA,2023,2020-2023,Post-Pandemia,Vans,BEV,9100.0,0.0,0.0,0.0,0.0,0.0
Canada,CAN,North America,NA,2023,2020-2023,Post-Pandemia,Vans,EV,0.0,5.5,0.0,0.0,0.0,0.0
Canada,CAN,North America,NA,2023,2020-2023,Post-Pandemia,Vans,FCEV,0.0,0.0,9.0,0.0,0.0,0.0
Canada,CAN,North America,NA,2023,2020-2023,Post-Pandemia,Vans,PHEV,4100.0,0.0,0.0,0.0,0.0,0.0
Chile,CHL,South America,SA,2011,2010-2014,Pre-Pandemia,Cars,BEV,6.0,0.0,6.0,0.0,0.0,0.0
Chile,CHL,South America,SA,2011,2010-2014,Pre-Pandemia,Cars,EV,0.0,0.002400000113994,0.0,0.000220000001718,0.0,0.0
Chile,CHL,South America,SA,2011,2010-2014,Pre-Pandemia,EV,Publicly available fast,0.0,0.0,0.0,0.0,0.0,1.0
Chile,CHL,South America,SA,2011,2010-2014,Pre-Pandemia,EV,Publicly available slow,0.0,0.0,0.0,0.0,0.0,1.0
Chile,CHL,South America,SA,2012,2010-2014,Pre-Pandemia,Cars,BEV,5.0,0.0,11.0,0.0,0.0,0.0
Chile,CHL,South America,SA,2012,2010-2014,Pre-Pandemia,Cars,EV,0.0,0.002000000094995,0.0,0.000380000012228,0.0,0.0
Chile,CHL,South America,SA,2012,2010-2014,Pre-Pandemia,EV,Publicly available fast,0.0,0.0,0.0,0.0,0.0,4.0
Chile,CHL,South America,SA,2012,2010-2014,Pre-Pandemia,EV,Publicly available slow,0.0,0.0,0.0,0.0,0.0,6.0
Chile,CHL,South America,SA,2013,2010-2014,Pre-Pandemia,Cars,BEV,5.0,0.0,16.0,0.0,0.0,0.0
Chile,CHL,South America,SA,2013,2010-2014,Pre-Pandemia,Cars,EV,0.0,0.001900000032038,0.0,0.000509999983478,0.0,0.0
Chile,CHL,South America,SA,2013,2010-2014,Pre-Pandemia,EV,Publicly available fast,0.0,0.0,0.0,0.0,0.0,5.0
Chile,CHL,South America,SA,2013,2010-2014,Pre-Pandemia,EV,Publicly available slow,0.0,0.0,0.0,0.0,0.0,8.0
Chile,CHL,South America,SA,2014,2010-2014,Pre-Pandemia,Cars,BEV,3.0,0.0,19.0,0.0,0.0,0.0
Chile,CHL,South America,SA,2014,2010-2014,Pre-Pandemia,Cars,EV,0.0,0.007100000046194,0.0,0.001000000047497,0.0,0.0
Chile,CHL,South America,SA,2014,2010-2014,Pre-Pandemia,Cars,PHEV,14.0,0.0,14.0,0.0,0.0,0.0
Chile,CHL,South America,SA,2014,2010-2014,Pre-Pandemia,EV,Publicly available fast,0.0,0.0,0.0,0.0,0.0,5.0
Chile,CHL,South America,SA,2014,2010-2014,Pre-Pandemia,EV,Publicly available slow,0.0,0.0,0.0,0.0,0.0,13.0
Chile,CHL,South America,SA,2015,2015-2019,Pre-Pandemia,Cars,BEV,10.0,0.0,32.0,0.0,0.0,0.0
Chile,CHL,South America,SA,2015,2015-2019,Pre-Pandemia,Cars,EV,0.0,0.017000000923872,0.0,0.002099999925122,0.0,0.0
Chile,CHL,South America,SA,2015,2015-2019,Pre-Pandemia,Cars,PHEV,23.0,0.0,37.0,0.0,0.0,0.0
Chile,CHL,South America,SA,2015,2015-2019,Pre-Pandemia,EV,Publicly available fast,0.0,0.0,0.0,0.0,0.0,5.0
Chile,CHL,South America,SA,2015,2015-2019,Pre-Pandemia,EV,Publicly available slow,0.0,0.0,0.0,0.0,0.0,22.0
Chile,CHL,South America,SA,2016,2015-2019,Pre-Pandemia,Cars,BEV,18.0,0.0,54.0,0.0,0.0,0.0
Chile,CHL,South America,SA,2016,2015-2019,Pre-Pandemia,Cars,EV,0.0,0.013000000268221,0.0,0.00289999996312,0.0,0.0
Chile,CHL,South America,SA,2016,2015-2019,Pre-Pandemia,Cars,PHEV,9.0,0.0,46.0,0.0,0.0,0.0
Chile,CHL,South America,SA,2016,2015-2019,Pre-Pandemia,EV,Publicly available fast,0.0,0.0,0.0,0.0,0.0,5.0
Chile,CHL,South America,SA,2016,2015-2019,Pre-Pandemia,EV,Publicly available slow,0.0,0.0,0.0,0.0,0.0,22.0
Chile,CHL,South America,SA,2017,2015-2019,Pre-Pandemia,Cars,BEV,120.0,0.0,170.0,0.0,0.0,0.0
Chile,CHL,South America,SA,2017,2015-2019,Pre-Pandemia,Cars,EV,0.0,0.061000000685454,0.0,0.00650000013411,0.0,0.0
Chile,CHL,South America,SA,2017,2015-2019,Pre-Pandemia,Cars,PHEV,15.0,0.0,61.0,0.0,0.0,0.0
Chile,CHL,South America,SA,2017,2015-2019,Pre-Pandemia,EV,Publicly available fast,0.0,0.0,0.0,0.0,0.0,6.0
Chile,CHL,South America,SA,2017,2015-2019,Pre-Pandemia,EV,Publicly available slow,0.0,0.0,0.0,0.0,0.0,35.0
Chile,CHL,South America,SA,2018,2015-2019,Pre-Pandemia,Cars,BEV,100.0,0.0,280.0,0.0,0.0,0.0
Chile,CHL,South America,SA,2018,2015-2019,Pre-Pandemia,Cars,EV,0.0,0.070000000298023,0.0,0.010999999940395,0.0,0.0
Chile,CHL,South America,SA,2018,2015-2019,Pre-Pandemia,Cars,PHEV,68.0,0.0,130.0,0.0,0.0,0.0
Chile,CHL,South America,SA,2018,2015-2019,Pre-Pandemia,EV,Publicly available fast,0.0,0.0,0.0,0.0,0.0,8.0
Chile,CHL,South America,SA,2018,2015-2019,Pre-Pandemia,EV,Publicly available slow,0.0,0.0,0.0,0.0,0.0,61.0
Chile,CHL,South America,SA,2019,2015-2019,Pre-Pandemia,Cars,BEV,160.0,0.0,440.0,0.0,0.0,0.0
Chile,CHL,South America,SA,2019,2015-2019,Pre-Pandemia,Cars,EV,0.0,0.140000000596046,0.0,0.017000000923872,0.0,0.0
Chile,CHL,South America,SA,2019,2015-2019,Pre-Pandemia,Cars,PHEV,140.0,0.0,210.0,0.0,0.0,0.0
Chile,CHL,South America,SA,2019,2015-2019,Pre-Pandemia,EV,Publicly available fast,0.0,0.0,0.0,0.0,0.0,42.0
Chile,CHL,South America,SA,2019,2015-2019,Pre-Pandemia,EV,Publicly available slow,0.0,0.0,0.0,0.0,0.0,130.0
Chile,CHL,South America,SA,2020,2020-2023,Pandemia,Cars,BEV,110.0,0.0,550.0,0.0,0.0,0.0
Chile,CHL,South America,SA,2020,2020-2023,Pandemia,Cars,EV,0.0,0.159999996423721,0.0,0.021999999880791,0.0,0.0
Chile,CHL,South America,SA,2020,2020-2023,Pandemia,Cars,PHEV,79.0,0.0,290.0,0.0,0.0,0.0
Chile,CHL,South America,SA,2020,2020-2023,Pandemia,EV,Publicly available fast,0.0,0.0,0.0,0.0,0.0,99.0
Chile,CHL,South America,SA,2020,2020-2023,Pandemia,EV,Publicly available slow,0.0,0.0,0.0,0.0,0.0,240.0
Chile,CHL,South America,SA,2021,2020-2023,Pandemia,Cars,BEV,270.0,0.0,820.0,0.0,0.0,0.0
Chile,CHL,South America,SA,2021,2020-2023,Pandemia,Cars,EV,0.0,0.189999997615814,0.0,0.035000000149012,0.0,0.0
Chile,CHL,South America,SA,2021,2020-2023,Pandemia,Cars,FCEV,1.0,0.0,1.0,0.0,0.0,0.0
Chile,CHL,South America,SA,2021,2020-2023,Pandemia,Cars,PHEV,300.0,0.0,590.0,0.0,0.0,0.0
Chile,CHL,South America,SA,2021,2020-2023,Pandemia,EV,Publicly available fast,0.0,0.0,0.0,0.0,0.0,120.0
Chile,CHL,South America,SA,2021,2020-2023,Pandemia,EV,Publicly available slow,0.0,0.0,0.0,0.0,0.0,360.0
Chile,CHL,South America,SA,2022,2020-2023,Post-Pandemia,Cars,BEV,880.0,0.0,1700.0,0.0,0.0,0.0
Chile,CHL,South America,SA,2022,2020-2023,Post-Pandemia,Cars,EV,0.0,0.5,0.0,0.068000003695488,0.0,0.0
Chile,CHL,South America,SA,2022,2020-2023,Post-Pandemia,Cars,FCEV,1.0,0.0,2.0,0.0,0.0,0.0
Chile,CHL,South America,SA,2022,2020-2023,Post-Pandemia,Cars,PHEV,620.0,0.0,1200.0,0.0,0.0,0.0
Chile,CHL,South America,SA,2022,2020-2023,Post-Pandemia,EV,Publicly available fast,0.0,0.0,0.0,0.0,0.0,220.0
Chile,CHL,South America,SA,2022,2020-2023,Post-Pandemia,EV,Publicly available slow,0.0,0.0,0.0,0.0,0.0,440.0
Chile,CHL,South America,SA,2023,2020-2023,Post-Pandemia,Cars,BEV,410.0,0.0,2100.0,0.0,0.0,0.0
Chile,CHL,South America,SA,2023,2020-2023,Post-Pandemia,Cars,EV,0.0,0.310000002384186,0.0,0.086999997496605,0.0,0.0
Chile,CHL,South America,SA,2023,2020-2023,Post-Pandemia,Cars,FCEV,0.0,0.0,2.0,0.0,0.0,0.0
Chile,CHL,South America,SA,2023,2020-2023,Post-Pandemia,Cars,PHEV,510.0,0.0,1800.0,0.0,0.0,0.0
Chile,CHL,South America,SA,2023,2020-2023,Post-Pandemia,EV,Publicly available fast,0.0,0.0,0.0,0.0,0.0,330.0
Chile,CHL,South America,SA,2023,2020-2023,Post-Pandemia,EV,Publicly available slow,0.0,0.0,0.0,0.0,0.0,740.0
China,CHN,Asia,AS,2010,2010-2014,Pre-Pandemia,Buses,BEV,970.0,0.0,1900.0,0.0,0.0,0.0
China,CHN,Asia,AS,2010,2010-2014,Pre-Pandemia,Buses,EV,0.0,0.189999997615814,0.0,0.054999999701977,150.0,0.0
China,CHN,Asia,AS,2010,2010-2014,Pre-Pandemia,Cars,BEV,1100.0,0.0,1600.0,0.0,0.0,0.0
China,CHN,Asia,AS,2010,2010-2014,Pre-Pandemia,Cars,EV,0.0,0.009999999776483,0.0,0.003100000089034,46.0,0.0
China,CHN,Asia,AS,2010,2010-2014,Pre-Pandemia,Cars,PHEV,340.0,0.0,340.0,0.0,0.0,0.0
China,CHN,Asia,AS,2010,2010-2014,Pre-Pandemia,Trucks,BEV,0.0,0.0,16.0,0.0,0.0,0.0
China,CHN,Asia,AS,2010,2010-2014,Pre-Pandemia,Trucks,EV,0.0,0.0,0.0,0.000110000000859,0.0,0.0
China,CHN,Asia,AS,2010,2010-2014,Pre-Pandemia,Vans,BEV,120.0,0.0,400.0,0.0,0.0,0.0
China,CHN,Asia,AS,2010,2010-2014,Pre-Pandemia,Vans,EV,0.0,0.009999999776483,0.0,0.005499999970198,3.0,0.0
China,CHN,Asia,AS,2011,2010-2014,Pre-Pandemia,Buses,BEV,440.0,0.0,4100.0,0.0,0.0,0.0
China,CHN,Asia,AS,2011,2010-2014,Pre-Pandemia,Buses,EV,0.0,0.529999971389771,0.0,0.119999997317791,110.0,0.0
China,CHN,Asia,AS,2011,2010-2014,Pre-Pandemia,Buses,PHEV,160.0,0.0,160.0,0.0,0.0,0.0
China,CHN,Asia,AS,2011,2010-2014,Pre-Pandemia,Cars,BEV,4800.0,0.0,6300.0,0.0,0.0,0.0
China,CHN,Asia,AS,2011,2010-2014,Pre-Pandemia,Cars,EV,0.0,0.034000001847744,0.0,0.009200000204146,120.0,0.0
China,CHN,Asia,AS,2011,2010-2014,Pre-Pandemia,Cars,PHEV,320.0,0.0,660.0,0.0,0.0,0.0
